centers,pdf
-88.86075949367088,0.001028163881513874
-86.58227848101265,0.0010967081402814655
-84.30379746835443,0.0009596196227462823
-82.0253164556962,0.0005483540701407328
-79.74683544303798,0.0013023409165842403
-77.46835443037975,0.0008910753639786907
-75.18987341772151,0.0009596196227462823
-72.91139240506328,0.0008910753639786907
-70.63291139240506,0.0005483540701407328
-68.35443037974684,0.0013023409165842403
-66.07594936708861,0.0009596196227462823
-63.79746835443038,0.0009596196227462823
-61.518987341772146,0.0008910753639786907
-59.24050632911393,0.0014394294341194235
-56.962025316455694,0.0010967081402814655
-54.68354430379746,0.001987783504260156
-52.40506329113924,0.001850694986724973
-50.12658227848101,0.0019192392454925645
-47.84810126582278,0.0017821507279573814
-45.56962025316456,0.0023990490568657056
-43.291139240506325,0.0023305047980981142
-41.01265822784809,0.0023990490568657056
-38.734177215189874,0.002673226091936072
-36.45569620253164,0.0042497440435906786
-34.17721518987341,0.004592465337428637
-31.898734177215186,0.005826261995245285
-29.62025316455696,0.005689173477710102
-27.34177215189873,0.0063060718066184265
-25.0632911392405,0.006580248841688793
-22.784810126582272,0.007265691429364708
-20.506329113924046,0.009184930674857273
-18.22784810126582,0.00987037326253319
-15.949367088607588,0.011378346955420204
-13.670886075949362,0.012200878060631302
-11.392405063291136,0.015148281187637742
-9.113924050632903,0.01809568431464418
-6.835443037974677,0.02022055633643952
-4.556962025316452,0.025361375744008888
-2.2784810126582187,0.02508719870893852
7.105427357601002e-15,0.029199854234994018
2.278481012658233,0.02844586738855051
4.556962025316466,0.023579225016051506
6.8354430379746915,0.01857549412601732
9.113924050632917,0.013091953424609993
11.39240506329115,0.012200878060631302
13.670886075949376,0.009390563451160048
15.949367088607602,0.008156766793343399
18.227848101265835,0.00774550124073785
20.50632911392406,0.007676956981970258
22.784810126582286,0.005277907925104552
25.063291139240512,0.004523921078661045
27.341772151898738,0.0050722751488017775
29.62025316455697,0.004181199784823087
31.898734177215196,0.004455376819893453
34.17721518987342,0.003495757197147171
36.455696202531655,0.0031530359033092132
38.73417721518988,0.0026046818331684806
41.01265822784811,0.001987783504260156
43.29113924050634,0.0017821507279573814
45.56962025316457,0.0017821507279573814
47.848101265822805,0.0017136064691897898
50.126582278481024,0.0017821507279573814
52.40506329113924,0.0019192392454925645
54.683544303797476,0.0012337966578166487
56.96202531645571,0.001850694986724973
59.24050632911394,0.0008225311052110991
61.51898734177216,0.0009596196227462823
63.79746835443038,0.0013708851753518319
66.07594936708861,0.001850694986724973
68.35443037974684,0.0010967081402814655
70.63291139240508,0.001028163881513874
72.91139240506331,0.001028163881513874
75.18987341772153,0.001028163881513874
77.46835443037975,0.0006854425876759159
79.74683544303798,0.0008225311052110991
82.02531645569621,0.001507973692887015
84.30379746835445,0.0008225311052110991
86.58227848101268,0.0010967081402814655
88.8607594936709,0.0006168983289083244
