bins,hist
-28.85928705341658,2.3978497582603318e-06
-28.248676923565974,0.0
-27.638066793715367,2.3978497582603318e-06
-27.027456663864765,1.1989248791301659e-06
-26.41684653401416,1.1989248791301659e-06
-25.806236404163553,1.1989248791301659e-06
-25.195626274312946,2.3978497582603318e-06
-24.58501614446234,1.1989248791301659e-06
-23.974406014611738,1.1989248791301659e-06
-23.36379588476113,2.3978497582603318e-06
-22.753185754910525,0.0
-22.14257562505992,2.3978497582603318e-06
-21.531965495209313,2.3978497582603318e-06
-20.92135536535871,0.0
-20.310745235508104,3.596774637390498e-06
-19.7001351056575,3.596774637390498e-06
-19.089524975806892,2.3978497582603318e-06
-18.478914845956286,4.7956995165206636e-06
-17.86830471610568,1.3188173670431826e-05
-17.257694586255077,1.1989248791301659e-05
-16.64708445640447,1.558602342869216e-05
-16.036474326553865,1.798387318695249e-05
-15.425864196703259,1.558602342869216e-05
-14.815254066852654,2.2779572703473153e-05
-14.204643937002048,2.7575272219993816e-05
-13.594033807151444,3.356989661564465e-05
-12.983423677300838,4.0763445890425645e-05
-12.372813547450232,6.234409371476864e-05
-11.762203417599626,7.193549274780996e-05
-11.151593287749021,8.632259129737195e-05
-10.540983157898417,0.0001198924879130166
-9.93037302804781,0.00013667743622083892
-9.319762898197204,0.00016065593380344223
-8.709152768346598,0.0002146075533642997
-8.098542638495994,0.00024098390070516337
-7.48793250864539,0.00034049466567296716
-6.8773223787947835,0.00045199467943207256
-6.266712248944177,0.0006114516883563846
-5.656102119093571,0.0009003925842267546
-5.045491989242967,0.0012420861747788519
-4.4348818593923625,0.0018583335626517572
-3.8242717295417563,0.0029661401509680305
-3.21366159969115,0.004859242535114563
-2.603051469840544,0.009430743099237885
-1.9924413399899379,0.021169416590801342
-1.3818312101393335,0.05937195893940495
-0.7712210802887292,0.22893350674502605
-0.160610950438123,0.6742933358959923
0.44999917941248313,0.44094538774600894
1.0606093092630893,0.11838184256531259
1.6712194391136936,0.03718105835158471
2.281829568964298,0.014311566282176792
2.892439698814904,0.00700651699363669
3.5030498286655103,0.0039025004815686905
4.113659958516116,0.00238226373483164
4.724270088366723,0.0016353335351335463
5.334880218217329,0.0010694409921841082
5.945490348067935,0.0007828979460719984
6.5561004779185375,0.0005227312473007524
7.16671060776914,0.0004064355340251263
7.777320737619746,0.0002985322949034113
8.387930867470352,0.00024817744997994434
8.998540997320958,0.00016425270844083273
9.609151127171565,0.0001378763610999691
10.21976125702217,0.00011869356303388644
10.830371386872777,8.512366641824179e-05
11.440981516723383,6.71397932312893e-05
12.05159164657399,4.0763445890425645e-05
12.662201776424595,3.596774637390498e-05
13.272811906275198,2.997312197825415e-05
13.8834220361258,2.997312197825415e-05
14.494032165976407,1.798387318695249e-05
15.104642295827013,3.117204685738432e-05
15.715252425677619,2.5177422461733486e-05
16.325862555528225,1.798387318695249e-05
16.93647268537883,1.3188173670431826e-05
17.547082815229437,1.1989248791301659e-05
18.157692945080044,1.0790323912171494e-05
18.76830307493065,8.392474153911162e-06
19.378913204781252,9.591399033041327e-06
19.989523334631855,2.3978497582603318e-06
20.60013346448246,5.9946243956508295e-06
21.210743594333067,0.0
21.821353724183673,0.0
22.43196385403428,0.0
23.042573983884886,1.1989248791301659e-06
23.65318411373549,0.0
24.263794243586098,0.0
24.874404373436704,0.0
25.48501450328731,1.1989248791301659e-06
26.095624633137913,1.1989248791301659e-06
26.706234762988515,0.0
27.31684489283912,0.0
27.927455022689728,0.0
28.538065152540334,1.1989248791301659e-06
29.14867528239094,1.1989248791301659e-06
29.759285412241546,0.0
30.369895542092152,0.0
30.98050567194276,1.1989248791301659e-06
31.591115801793364,1.1989248791301659e-06
32.20172593164397,2.3978497582603318e-06
