time,torque,temptop,tempmid,tempbot,fic,icangle,balance,mass,dm,alpha,torquenorm,alpha100
524.9,31.58884908590329,2655.42774566474,2680.0944123314066,2604.2601156069363,-17.085493256262037,-735480198.8198522,12912.231213872832,21078.231213872834,-0.25660886319845916,0.8455518219483642,0.868777537998012,84.55518219483642
519.735,31.56110495978829,2659.1770428015566,2688.171206225681,2604.140077821012,-17.078219844357992,-735448444.6460172,13039.98832684825,21205.988326848248,-0.24344357976653894,0.846527531026133,0.8680145005883694,84.6527531026133
514.445,31.546187748097783,2662.676470588235,2692.1470588235293,2604.047794117647,-17.0801544117647,-735415914.0113386,13170.49080882353,21336.490808823528,-0.25242647058823475,0.8475253811433511,0.8676042375106919,84.75253811433511
509.17,31.515204547255085,2661.4442270058707,2691.289628180039,2603.9432485322895,-17.08205479452054,-735383475.5826106,13305.207436399218,21471.207436399218,-0.2493542074364029,0.8485566715024707,0.8667521169135085,84.85566715024707
503.93500000000006,31.499640690826812,2659.2537313432836,2689.223880597015,2603.7126865671644,-17.080901119402988,-735351282.1177571,13433.205223880597,21599.205223880595,-0.24727611940297992,0.8495377019165454,0.8663240693821553,84.95377019165454
498.63000000000005,31.484851431441555,2663.824761904762,2690.9542857142856,2604.7028571428573,-17.07810095238098,-735318666.908209,13566.379047619048,21732.379047619048,-0.24847619047619185,0.8505596015903064,0.8659173253338807,85.05596015903065
493.46000000000004,31.48870904428736,2672.3929273084477,2691.829076620825,2610.477406679764,-17.0791669941061,-735286882.5816143,13695.522593320236,21861.522593320235,-0.2518664047151291,0.8515517526502147,0.866023419968149,85.15517526502147
488.415,31.454971704116495,2678.344,2693.168,2610.572,-17.082792,-735255856.2343626,13823.294,21989.294,-0.2535400000000009,0.8525344997699206,0.8650955531993239,85.25344997699206
483.23499999999996,31.443103603196683,2678.686567164179,2693.0932835820895,2615.0858208955224,-17.08462873134329,-735223994.5625665,13955.623134328358,22121.623134328358,-0.26024253731342906,0.8535535019269632,0.8647691487940925,85.35535019269632
478.025,31.439459164723154,2678.292490118577,2690.920948616601,2616.494071146245,-17.080029644268773,-735191959.9239758,14086.326086956522,22252.32608695652,-0.24391304347826462,0.8545611633041139,0.8646689170231974,85.45611633041139
473.0300000000001,31.419627176774235,2676.655172413793,2693.701825557809,2617.1095334685597,-17.07802231237324,-735161252.2521114,14211.839756592291,22377.839756592293,-0.2579513184584143,0.8555299515983257,0.8641234844999354,85.55299515983256
467.7300000000001,31.461849213040953,2677.0246913580245,2697.6384479717813,2617.811287477954,-17.08714109347444,-735128649.5069512,14345.335097001764,22511.335097001764,-0.24409171075838,0.8565615502062572,0.8652847030241465,85.65615502062572
462.45500000000004,31.399350130656813,2676.9795081967213,2694.1188524590166,2618.22131147541,-17.080643442622947,-735096207.5498687,14473.506147540984,22639.506147540982,-0.2418237704918,0.8575531626200079,0.8635658116909052,85.75531626200079
457.295,31.375316335137427,2676.5569852941176,2691.5588235294117,2624.3088235294117,-17.081683823529403,-735064482.9369433,14599.367647058823,22765.367647058825,-0.2443198529411762,0.8585280400691503,0.8629048182611256,85.85280400691502
451.89500000000004,31.394489873126947,2677.5858208955224,2692.0522388059703,2628.402985074627,-17.079828358208946,-735031279.7740724,14730.083955223881,22896.08395522388,-0.2537500000000038,0.8595416873513977,0.8634321416556547,85.95416873513977
446.735,31.390399910485744,2677.5262096774195,2689.2258064516127,2626.576612903226,-17.084508064516136,-734999543.0749276,14861.973790322581,23027.97379032258,-0.24975806451613108,0.8605656434723253,0.8633196567827723,86.05656434723254
441.66,31.366849167615708,2676.4450867052024,2693.6820809248557,2625.5202312138726,-17.082055876685953,-734968330.936148,14987.001926782274,23153.001926782275,-0.24371868978805003,0.8615374616917548,0.8626719485882441,86.15374616917548
436.45500000000004,31.383600325752482,2671.7969348659003,2694.9080459770116,2623.7164750957854,-17.08286973180078,-734936326.2162052,15116.283524904215,23282.283524904215,-0.24381226053639932,0.862543494455341,0.863132650080885,86.25434944553409
431.18,31.341395814179908,2669.622889305816,2694.317073170732,2620.924953095685,-17.081028142589112,-734903889.788835,15241.86679174484,23407.86679174484,-0.238105065666041,0.8635218651228034,0.8619719135324683,86.35218651228034
425.685,31.294647136489008,2669.7438162544167,2691.798586572438,2620.7809187279154,-17.08389045936397,-734870093.6929591,15373.098939929328,23539.09893992933,-0.23712014134275464,0.8645454397720304,0.8606862003050405,86.45454397720303
420.34,31.346745279815938,2668.7395626242546,2689.3737574552683,2620.1729622266403,-17.078009940357845,-734837224.7853538,15499.75944333996,23665.75944333996,-0.2318489065606414,0.8655344910567969,0.8621190380944375,86.55344910567969
414.85,31.294386161510992,2668.727731092437,2690.344537815126,2619.978151260504,-17.076174789915957,-734803477.3203113,15624.695798319328,23790.695798319328,-0.22865546218487273,0.8665112112830533,0.860679022797615,86.65112112830533
396.8241029900334,31.2689143814047,2667.2322259136213,2685.0724252491696,2622.7787375415282,-17.081251495016637,-734692634.377717,15802.778737541528,23968.77873754153,-0.03963455149501637,0.8679052808996849,0.8599784809592912,86.79052808996849
306.94433333333336,31.26924851652062,2641.7083333333335,2662.9055555555556,2607.435185185185,-17.080325925925944,-734139988.4433372,2435.766666666667,24011.483333333334,-0.1424629629629635,0.8682399256184943,0.8599876705654899,86.82399256184942
299.28499999999997,31.27733081166054,2636.453703703704,2658.8796296296296,2607.537037037037,-17.082597222222216,-734092887.2624857,2377.0555555555557,24180.055555555555,-0.6176388888888882,0.8695621605378814,0.8602099552221399,86.95621605378814
297.22,31.172568085981393,2635.2944162436547,2655.7817258883247,2606.6751269035535,-17.076609137055822,-734080192.1580305,2504.2944162436547,24307.294416243654,-0.6268527918781622,0.8705615012981464,0.8573287010605217,87.05615012981464
295.40000000000003,31.238284067797547,2635.88622754491,2655.5389221556884,2606.1377245508984,-17.08092215568861,-734069000.3223054,2622.7784431137725,24425.778443113773,-0.7502395209580891,0.8714931168294257,0.8591360657015727,87.14931168294257
293.63,31.170329962882537,2635.1604278074865,2652.2834224598932,2603.224598930481,-17.067812834224593,-734058121.0885452,2756.1978609625667,24559.197860962566,-0.7506951871657809,0.8725433771256123,0.8572671467104321,87.25433771256122
291.91,31.215179845795475,2635.522292993631,2652.808917197452,2604.1592356687897,-17.08787261146496,-734047547.424936,2882.815286624204,24685.815286624205,-0.6965605095541438,0.8735412295324915,0.8585006380209462,87.35412295324915
290.23999999999995,31.162023629947093,2635.6101694915255,2655.700564971751,2603.406779661017,-17.07865536723163,-734037277.1345145,3000.5254237288136,24803.525423728814,-0.7797175141242847,0.874469936693202,0.857038700417317,87.44699366932021
288.46999999999997,31.23286057200716,2635.406779661017,2655.2937853107346,2603.4180790960454,-17.0736836158192,-734026396.4241073,3138.5706214689267,24941.570621468927,-0.7033333333333424,0.8755603298400817,0.8589869051130593,87.55603298400817
286.75,31.150684191529162,2635.4550898203593,2655.4191616766466,2602.4131736526947,-17.07524550898205,-734015824.5097244,3263.0239520958085,25066.02395209581,-0.7453892215568836,0.8765445356803426,0.8567268356398374,87.65445356803426
285.03000000000003,31.215139889022502,2635.3276836158193,2655.7457627118642,2599.915254237288,-17.087327683615815,-734005246.8262203,3387.553672316384,25190.553672316386,-0.7413559322033758,0.8775304461953051,0.8584995391031998,87.75304461953051
283.31,31.135736401008003,2635.4191616766466,2653.754491017964,2597.131736526946,-17.07707784431138,-733994668.207982,3517.814371257485,25320.814371257486,-0.7337125748503143,0.8785629136317035,0.8563157315628207,87.85629136317034
281.64,31.17451329914566,2634.916167664671,2651.622754491018,2597.754491017964,-17.07763473053892,-733984401.5673951,3639.0299401197603,25442.02994011976,-0.7427544910179693,0.8795247793182305,0.8573821996067693,87.95247793182305
