time,torque,temptop,tempmid,tempbot,fic,icangle,balance,tempavg,mass,dm,alpha,torquenorm,alpha100
8513.182628398792,39.892218878663414,21.047789341534624,21.062564689755995,20.932560473499507,17.412165339192548,17.41213975097795,5395.836034056578,21.014304834930027,49.596034056585474,-0.12487503433122653,0.26528428569840906,1.097142336792166,26.528428569840905
8491.535,39.86555962794,21.044512327734154,21.06246279757739,20.933918002485306,17.409765988372065,17.409476340444574,5992.281976744186,21.013631042598977,646.0419767441927,-0.5660319767441863,0.26671654918482024,1.0964091363471176,26.671654918482023
8482.54,39.895718125836424,21.042608411629583,21.060167531395567,20.936638009251283,17.41174257425742,17.41169791979657,6383.852385238524,21.013137984092083,1037.612385238532,-0.3786498649864986,0.26766097915154946,1.0972385754153444,26.766097915154948
8471.675000000001,39.915170498772156,21.044974747055438,21.051507003967718,20.93195225703939,17.411409604519758,17.41141321404731,6795.230696798493,21.009478002687505,1448.9906967985019,-0.3791525423728812,0.2686567801956164,1.0977735675140234,26.86567801956164
8460.714999999998,39.93196415958799,21.048524945694023,21.07308322667839,20.930563755592903,17.410310619469023,17.410517453295853,7208.405309734513,21.017390642655066,1862.1653097345209,-0.3793362831858408,0.26966069277627003,1.0982354379436132,26.966069277627003
8449.855,39.926228183158194,21.050956730339255,21.085510575102578,20.94779917943511,17.410047024952018,17.409841384072063,7621.7082533589255,21.028088828292237,2275.4682533589043,-0.3788483685220727,0.2706686327271372,1.0980776833047172,27.06686327271372
8439.675000000001,39.926288686658324,21.053148813828393,21.081464094820056,20.951641013986517,17.41309456740441,17.413035993766922,8021.534205231388,21.02875130754502,2675.2942052313447,-0.4210865191146881,0.27164731837065165,1.09807934731222,27.164731837065165
8430.245,39.94281885862362,21.057458604041457,21.076662686958258,20.95732386194577,17.411840807174876,17.411895864450788,8436.783632286995,21.03048171764856,3090.543632286946,-0.4520852017937222,0.2726674909903391,1.0985339710961899,27.26674909903391
8421.31,39.97717618486605,21.056214277433558,21.08478758101902,20.96390508110456,17.412308379888252,17.412309435158395,8838.48156424581,21.034968979852323,3492.241564245739,-0.45325139664804454,0.27365801898557096,1.099478889134322,27.365801898557095
8412.46,39.96691918425307,21.066770815191482,21.082291093724976,20.96214350218796,17.411016000000025,17.411039682531996,9244.157714285715,21.037068470368155,3897.9177142856306,-0.45867428571428537,0.27466200645909533,1.0991967942813072,27.466200645909534
8403.755,39.96775869374047,21.087359799379065,21.112772078872,20.97461354939916,17.408118937644325,17.408174236585463,9645.230946882217,21.058248475883374,4298.9909468821215,-0.4618822170900701,0.27565822578512184,1.0992198830296058,27.565822578512183
8395.07,39.95809664358592,21.086214375081358,21.1227756134343,20.98000505917527,17.410489092996578,17.410415869376884,10045.119402985074,21.062998349230334,4698.879402984968,-0.46188289322617704,0.2766551014518013,1.0989541508998135,27.66551014518013
8386.390000000001,40.008002304592466,21.091606037171008,21.128336195905298,20.97901847355245,17.410406936416177,17.4104254977327,10447.153757225433,21.06632023554298,5100.913757225318,-0.46246242774566443,0.2776609592478105,1.100326689582167,27.766095924781048
8377.8,39.99708912824226,21.08758889786914,21.12599005402188,20.975978526388623,17.410966002344676,17.41118438195654,10846.556858147715,21.063185826093246,5500.316858147592,-0.4671746776084408,0.2786638513838153,1.1000265481475904,27.866385138381528
8369.315,39.98146724416942,21.08360198799322,21.112574714032025,20.976547985360533,17.412024881516594,17.411780542349184,11240.83056872038,21.057574895795252,5894.590568720251,-0.46246445497630295,0.27965741699085533,1.099596904701361,27.965741699085534
8360.779999999999,40.03096503657102,21.090849666999617,21.113914024794287,20.9834982185508,17.410258400927,17.410285180906875,11632.560834298956,21.062753970114983,6286.320834298822,-0.45902665121668634,0.28064808656199647,1.1009582259100588,28.064808656199645
8352.185,40.0278791821474,21.088661236391548,21.10399862826014,20.99636311505418,17.411205607476614,17.41120619159839,12029.357476635514,21.06300765990199,6683.117476635374,-0.4614369158878502,0.2816551448996854,1.1008733566892308,28.16551448996854
8343.605,40.02235704371739,21.091710136998216,21.130416417310336,21.014042428504506,17.409415116279092,17.40933624033084,12423.6,21.07872299427106,7077.359999999856,-0.4564883720930232,0.2826592993339094,1.1007214831652332,28.265929933390936
8335.095000000001,40.05728400923178,21.095617937050548,21.144482092802573,21.014785244068868,17.41049049881235,17.410804631803202,12815.369358669834,21.084961757974114,7469.129358669687,-0.4612470308788597,0.28366069617603296,1.101682067801502,28.366069617603294
8326.655,40.03639481799873,21.094122457893505,21.13440750423397,21.015385291690862,17.411680851063817,17.41165845807489,13203.816784869976,21.081305084606207,7857.576784869825,-0.4598699763593383,0.2846571120172027,1.1011075593703508,28.465711201720268
8318.24,40.036567672782304,21.088687422158387,21.141060352319712,21.01336937423589,17.411273596176855,17.41103776719921,13594.019115890083,21.0810390495714,8247.77911588993,-0.4650418160095577,0.2856615507241342,1.101112313337578,28.56615507241342
8309.9,40.09197844422563,21.08954102824699,21.142413419006207,21.011437384543427,17.411456077015647,17.411483821385165,13979.561973525873,21.08113061059894,8633.321973525715,-0.46577617328519794,0.2866574732405559,1.1026362572287338,28.66574732405559
8301.550000000001,40.08781324021521,21.109277502696198,21.138169087129356,21.01042030993012,17.412338498212158,17.412339094112323,14367.17759237187,21.085955633251963,9020.93759237171,-0.46152562574493583,0.2876622548367471,1.1025217030176706,28.766225483674713
8293.225,40.07479728597507,21.115448740601895,21.13138477330812,21.00999902177764,17.41123123486682,17.411572841031244,14753.978208232445,21.085610845229215,9407.738208232284,-0.4657384987893449,0.2886684295975335,1.102163729586961,28.866842959753352
