alpha,nueff,alpha100,nucor
0.6502526092961346,2.8478615365955107,65.02526092961347,2.8478615365955104e-06
0.6525226308575368,2.8562163325208125,65.25226308575368,2.8562163325208124e-06
0.6550374958923497,2.8558011291460814,65.50374958923497,2.8558011291460814e-06
0.6575080532760582,2.86390469859568,65.75080532760582,2.8639046985956803e-06
0.6599925675388078,2.869218448678793,65.99925675388077,2.8692184486787927e-06
0.6625102177685644,2.8737367254652977,66.25102177685645,2.8737367254652975e-06
0.6650130174107893,2.8766833100174902,66.50130174107893,2.87668331001749e-06
0.6674263593819881,2.8753738446903587,66.74263593819882,2.8753738446903586e-06
0.6700012341510341,2.8827315610220645,67.0001234151034,2.8827315610220643e-06
0.6724953442071897,2.879958573315797,67.24953442071897,2.8799585733157967e-06
0.6750040306080164,2.8826641925996586,67.50040306080164,2.8826641925996583e-06
0.6773572294391383,2.8836922690595914,67.73572294391383,2.883692269059591e-06
0.6800053560425746,2.8871222981109734,68.00053560425746,2.8871222981109732e-06
0.6825049741716062,2.885685191791872,68.25049741716062,2.885685191791872e-06
0.6850043546340825,2.8885681408362167,68.50043546340825,2.8885681408362166e-06
0.6875497695731143,2.8879892572262897,68.75497695731143,2.8879892572262895e-06
0.6900140627254397,2.8895889391502187,69.00140627254397,2.889588939150219e-06
0.6925129653054101,2.893326765771893,69.25129653054101,2.893326765771893e-06
0.6950064653184678,2.8886680795579998,69.50064653184678,2.888668079558e-06
0.697501197154745,2.884702517752081,69.7501197154745,2.8847025177520808e-06
0.6999544727676683,2.865160394816125,69.99544727676682,2.865160394816125e-06
0.7025601743519524,2.87821395460404,70.25601743519523,2.8782139546040398e-06
0.7049963948276107,2.508212960753565,70.49963948276107,2.508212960753565e-06
0.7078332240215018,1.8081916176572528,70.78332240215019,1.8081916176572528e-06
0.7100138736451744,1.6260517858231769,71.00138736451744,1.6260517858231768e-06
0.7125527029934532,1.474645732634275,71.25527029934531,1.474645732634275e-06
0.715083689892591,1.3450175889832463,71.5083689892591,1.3450175889832463e-06
0.717515546613896,1.2087750355213915,71.7515546613896,1.2087750355213915e-06
0.7199621499389203,0.9775494290872666,71.99621499389202,9.775494290872666e-07
0.7224550567171024,0.8698734302212351,72.24550567171025,8.69873430221235e-07
0.7250032195441491,0.8456545807209308,72.50032195441491,8.456545807209308e-07
0.7274692537599646,0.8445471522095478,72.74692537599647,8.445471522095478e-07
0.7300001913239217,0.8474419900316764,73.00001913239217,8.474419900316764e-07
0.7324538224933541,0.8502152758725423,73.2453822493354,8.502152758725423e-07
0.7350045243551095,0.8590993338905122,73.50045243551095,8.590993338905122e-07
0.7374617424583253,0.8623648246100605,73.74617424583253,8.623648246100604e-07
