rei,a,cf,epsilon,eta,fic,ficfn,foc,g,gstd,lambda,mu,nuw,nuwta,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
853402.6437518875,0.0,0.004033797943905023,2.0887746048290317,3.498738980903426e-05,12.574196068627161,-12.590609446131088,0.0,2937836294.9478707,285633512.39561766,0.00012633935844327048,1.4627261183337332e-06,330.51233261474584,0.005034953967959118,1031.8851392567367,1104056009411.0684,20.05140865258662,0.01824894336645243,20.04427361062436,20.05631893465735,20.053633412477048,59.86352759780659,21.843928781339287,2.123937082056738
864214.8792505307,0.0,0.004025291135986319,2.167272234355643,3.4677317862309634e-05,12.738533193645049,-12.754892923427006,0.0,3006439899.78231,282131220.68046004,0.00012502464018131288,1.4633029790882252e-06,333.9930237272232,0.005036992185846293,1031.8928155938347,1132231498530.0535,20.02899030698804,0.027682630030054004,20.01523150596839,20.045324123988937,20.02641529100889,59.86034151167261,22.37184075565165,2.099419755634061
875027.1147491741,0.0,0.004014807429406609,2.2566811870025583,3.437787982857184e-05,12.922479576969764,-12.938484881507277,0.0,3074102397.7604675,292729410.8230798,0.00012380219383140235,1.4660919162838451e-06,337.29014775056214,0.005036379132102119,1031.9066074670202,1160741480831.6816,19.9707196883229,0.035156588144341396,19.94847657533508,19.995942765694355,19.967739723941552,59.858725660513095,22.963128778371253,2.186453083470204
885839.3502478173,0.0,0.004004492619704308,2.3449025886769426,3.4084438549586254e-05,13.099837477916244,-13.11555280973127,0.0,3142436411.420501,381315768.0188449,0.00012260531688865266,1.468071958747745e-06,340.5813349942997,0.005035798629043328,1031.9142272041663,1189594674706.1438,19.934017162142755,0.03395828291962561,19.907401156054508,19.958558862616762,19.936091467758082,59.85999999999999,23.5376133795228,2.858842971269176
896651.5857464607,0.0,0.003994467289008539,2.4326749627950606,3.379662425440848e-05,13.272345893520432,-13.287620303782333,0.0,3211526451.206753,489460320.74272686,0.0001214295818358539,1.4694658707820265e-06,343.87591152318805,0.005035401063176925,1031.9182009557505,1218796073181.2502,19.911167166330813,0.03505688636387014,19.889039188911184,19.9340642757063,19.910398034376232,59.85717834608217,24.101333189398378,3.676505726864228
907463.821245104,0.0,0.003985155523961836,2.5157928578905664,3.35143573540624e-05,13.432091714631122,-13.446983820522753,0.0,3281846967.7100563,486117929.5218083,0.0001202662866371706,1.4694453535192544e-06,347.20959594217584,0.005035703143928611,1031.9167256600824,1248405128335.5403,19.9145481289877,0.027203460986981506,19.904774507481118,19.92500313032191,19.913866749160434,59.864565666614006,24.62764552937396,3.6438847483497785
918276.0567437472,0.0,0.0039766311906266165,2.594221635768937,3.323561042060767e-05,13.580057009663259,-13.59478295127456,0.0,3353315472.104847,375242321.67849773,0.00011910429758116296,1.4681371373954836e-06,350.5953822564227,0.0050368529366585256,1031.9120986795715,1278323008065.232,19.93792207457065,0.023116433533454318,19.9286738828139,19.940061189442197,19.945031151455304,59.86232708461976,25.119015972635918,2.807999616076199
929088.2922423906,0.0,0.003969875218139724,2.683554712043365,3.295889133538248e-05,13.742124862333045,-13.75649930299114,0.0,3426906851.018421,334748584.5898494,0.00011791768461752286,1.4683621987457395e-06,354.1223389302011,0.005040090332774315,1031.9173273484291,1308588906253.0244,19.924375380544557,0.03174578140554811,19.904110665745478,19.935972730423305,19.93304274546581,59.85311699129185,25.678321299330293,2.5080745791347483
939900.5277410338,0.0,0.003962214719429839,2.7834828889719927,3.2690023820889916e-05,13.91972561583576,-13.934017655744578,0.0,3500360517.3594747,306399834.6419272,0.00011678700503248289,1.470232742647536e-06,357.5508083728699,0.005042012344292302,1031.9283729202004,1339231851897.2175,19.8814351126715,0.04504345357329387,19.849013030980995,19.905755650765226,19.889536656268223,59.858284145535684,26.29536758303534,2.3013654631998803
950712.7632396772,0.0,0.003952589177479708,2.8808568080852868,3.2430515164790295e-05,14.091575321981693,-14.106293537798164,0.0,3572660218.49219,285032981.59601295,0.00011574007226270865,1.4714614709604824e-06,360.7854121560296,0.00504128293865801,1031.933750068992,1370221725653.8777,19.857265164830462,0.04138078209169306,19.831946337320364,19.87182062673713,19.86802853043406,59.861398776778934,26.883320740421073,2.1443923109709004
961524.9987383204,0.0,0.003944556147099685,2.9548731900086147,3.217328469726253e-05,14.22113364786742,-14.235777802723149,0.0,3646997251.0792623,285026181.6089402,0.00011467314452028017,1.468316642768821e-06,364.1462227366498,0.005042420912847082,1031.9197054776353,1401586537871.051,19.919732626058323,0.046834758415012535,19.91680907060082,19.909906522772705,19.932482284801594,59.8591283266266,27.323482682509606,2.13526286653221
972337.2342369637,0.0,0.003936400579282739,3.02738696820465,3.192096439819868e-05,14.346380030461681,-14.360402752428115,0.0,3721744815.8439155,287368181.79719025,0.00011363221691561574,1.4647629542178893e-06,367.4798391257597,0.005043264937683687,1031.9015553126337,1433274519346.9958,19.99522029583839,0.05499043031734657,20.016385271596167,19.957403250398475,20.011872365521203,59.85921760169532,27.749007859251126,2.142613959063499
983149.469735607,0.0,0.003927884007651288,3.1083281309983355,3.167465716687149e-05,14.483373761542888,-14.497597064698391,0.0,3796763138.7375617,291150986.59270793,0.00011262711313212799,1.462481074789114e-06,370.76124477986104,0.005043489035369333,1031.8846458205433,1465343168814.7922,20.054984764727603,0.041597276942490165,20.068646495194173,20.022101049700392,20.074206749288994,59.85692531486188,28.220130759682757,2.164104136607323
993961.7052342503,0.0,0.003919683005631616,3.1945970037367957,3.1431775608161245e-05,14.626496320666915,-14.64133548525137,0.0,3872573716.1807075,295404470.79970735,0.0001116325363974632,1.4608592475980312e-06,374.05843356129844,0.005043997745534865,1031.8698189385768,1497710276311.2207,20.103497382246136,0.027304914678241754,20.101704598480676,20.083943060660598,20.124844487597535,59.85509064661952,28.71994155320077,2.1908975984169223
1004773.9407328937,0.0,0.003912441256953778,3.28763466534161,3.119177805315651e-05,14.77646714447829,-14.791540580718822,0.0,3949918297.122847,300627946.84815544,0.00011063376432351282,1.4599555442771673e-06,377.43012108552404,0.005045596513374539,1031.8611285666013,1530439961744.9402,20.131450367501408,0.02555436618114265,20.112852815629576,20.12467495461167,20.156823332262253,59.86009923875931,29.257149289033936,2.226857824117085
1015586.1762315369,0.0,0.0039040699413559732,3.384493572457945,3.095944222724646e-05,14.930553369386141,-14.944845775896743,0.0,4026806446.501978,308522825.8853913,0.00010969290334717646,1.4594742551555257e-06,380.6732577762527,0.005045574489527021,1031.8565002982325,1563593636824.277,20.14633740776138,0.02629682595873155,20.12298122902667,20.15112924077756,20.164901753480056,59.862577529668386,29.806862426953945,2.2837888818870504
