bins,hist
89.10000000000001,0.006135679439886911
87.30000000000001,0.006127742479578734
85.5,0.006171273024774102
83.7,0.006199256946685409
81.9,0.006232477625913453
80.10000000000001,0.006273717089782749
78.30000000000001,0.006305219458016239
76.5,0.006330666825602252
74.7,0.006362169193835742
72.9,0.006310538039666048
71.10000000000001,0.006336721826249728
69.30000000000001,0.006361350950505002
67.5,0.006375670208792952
65.7,0.006400626630380522
63.900000000000006,0.0064346655529393055
62.10000000000001,0.006414373118336953
60.30000000000001,0.006463304069515205
58.5,0.006435074674604675
56.7,0.006439575012923745
54.900000000000006,0.006449148459893403
53.10000000000001,0.006453812446878621
51.30000000000001,0.0064718138001549005
49.5,0.006446857378567331
47.7,0.006499224951734691
45.900000000000006,0.006476477787140119
44.10000000000001,0.006464367785845167
42.30000000000001,0.006398090076055228
40.5,0.0064020176440427795
38.699999999999996,0.0063349216909221
36.9,0.006262834453483907
35.1,0.00626905310279753
33.300000000000004,0.006227077219930569
31.500000000000007,0.006159572145144519
29.700000000000003,0.006102540584991942
27.9,0.006026280306566974
26.1,0.005950101852475081
24.300000000000004,0.0059050166449513075
22.500000000000007,0.005844057516811178
20.700000000000003,0.005809773121253172
18.9,0.0057007012852655315
17.1,0.005642115062784548
15.300000000000004,0.005569045933349466
13.500000000000007,0.005540325592440493
11.700000000000003,0.005503586466890267
9.899999999999999,0.005391814427911184
8.100000000000001,0.0053049988105196705
6.300000000000004,0.005280696983596693
4.500000000000007,0.005193963190538254
2.700000000000003,0.0051313675757366445
0.8999999999999986,0.0051474051450191485
-0.8999999999999986,0.005084973178883687
-2.6999999999999957,0.004998893980489839
-4.499999999999993,0.004922715526397946
-6.299999999999997,0.00489865917247419
-8.100000000000001,0.004863311060586222
-9.899999999999999,0.004848746329299051
-11.699999999999996,0.004778868348853855
-13.499999999999993,0.004762012536240611
-15.299999999999997,0.0047285463840133456
-17.1,0.00472044577503902
-18.9,0.004658832052234298
-20.699999999999996,0.004630193535658398
-22.499999999999993,0.004618083534363447
-24.299999999999997,0.004623238467347109
-26.1,0.0046254477243401065
-27.9,0.004632811914316766
-29.7,0.004665541647546366
-31.5,0.004633957454979802
-33.3,0.004644594618279423
-35.099999999999994,0.004658013808903559
-36.9,0.0046523679299214525
-38.7,0.0046676690802062906
-40.5,0.004668405499203956
-42.3,0.00466685083687555
-44.099999999999994,0.004740574560975224
-45.9,0.00471880928837754
-47.7,0.004756284832925431
-49.5,0.0047874599038266255
-51.3,0.004845064234310721
-53.099999999999994,0.004802597405445315
-54.9,0.004872802683222806
-56.7,0.00491911525574269
-58.5,0.004959291003282023
-60.3,0.005011249454784013
-62.1,0.005061162297959153
-63.9,0.005124412507425354
-65.69999999999999,0.005156323997324214
-67.5,0.005258277116334417
-69.30000000000001,0.0053177634064792145
-71.1,0.005384613886600672
-72.9,0.005487385248941616
-74.69999999999999,0.005516923833181329
-76.5,0.005593347760272444
-78.30000000000001,0.005656516145405572
-80.1,0.005776797915024351
-81.9,0.005814027986573021
-83.69999999999999,0.005912217186261819
-85.5,0.0059153265109186315
-87.30000000000001,0.0059947779383334844
-89.1,0.006050091187491508
