a,cf,epsilon,eta,fic,ficfn,foc,g,grei,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.04754324725489217,0.21676599909179156,0.0002769222163312466,4.791339679358854,4.8,0.0,14561805.774885632,0.06417111700262103,3205927.671277743,0.0013101976037353993,1.0842783486364639e-05,31.87009819673772,43868.53493699456,0.0,939.4292271069326,2917295433.945285,18.254245066230844,0.021701966591201327,18.282049659788417,18.240518635617434,18.240166903289534,59.87,5.416335169272575,1.192460541262924
-0.0,0.04757106176127449,0.24510169310041754,0.00026841654120914976,4.990652638610655,5.0,0.0,15828118.63458499,0.0647425213131426,3307080.087791141,0.0012563272150361733,1.0835803932547686e-05,33.236664611277526,45722.83601033832,0.0,939.3997267024997,3169133040.3651123,18.28684583851643,0.03710103564481105,18.33556637605867,18.26820796283585,18.256763176655635,59.87,5.8795848277213985,1.228462987745746
-0.0,0.04765320601702248,0.2759105287590167,0.00026039905027411145,5.188576653306621,5.2,0.0,17171124.46425928,0.06537337461712527,3293850.5129050515,0.0012051563908414907,1.0825350143805825e-05,34.64789018711651,47582.05997316258,0.0,939.3554957183065,3432105514.398628,18.335728078620512,0.03226236688414276,18.37261620455463,18.31039525266928,18.324172778636083,59.87,6.365862878934525,1.2211314845749237
-0.0,0.047517281254706806,0.3082838208293847,0.0002530356181472024,5.3891785237139285,5.4,0.0,18518502.164303068,0.06569996373705499,3827967.834253221,0.0011621444649105156,1.0811661880540554e-05,35.930237202818695,49484.25889888555,0.0,939.2974956404587,3712002771.688971,18.399832379130697,0.03888969582662904,18.446460495763855,18.36137015956364,18.391666482061375,59.87,6.847603254902268,1.4154711201223127
-0.0,0.04731087276335565,0.3424279855583609,0.000246196585952898,5.589319699499153,5.6,0.0,19893353.526544448,0.06591341031104538,4269569.709220694,0.0011237102913364456,1.0795243726344797e-05,37.1591562434802,51400.039720421686,0.0,939.2278028459862,4004986533.7429304,18.476867554058913,0.050914396658027064,18.534313231587458,18.431917020956913,18.46437240963195,59.89,7.333115113500123,1.5738546103376458
-0.0,0.04711306918095125,0.37904465352321,0.00023970189398454393,5.789919338677483,5.8,0.0,21333542.371385913,0.06612591179926335,5670035.100775803,0.0010873932992381474,1.0776028860850155e-05,38.40020562700996,53339.718934965735,0.0,939.1460638217112,4312961652.782077,18.567228589858836,0.04877448280051678,18.621502270384152,18.51923151182236,18.560951987372388,59.87,7.835347586950929,2.0824809622043357
-0.0,0.0467214889432582,0.41626471824567646,0.00023373136620681126,5.990188606749175,6.0,0.0,22754466.025731184,0.06605562262788389,8277416.886059678,0.0010572974308707388,1.0750100663710122e-05,39.49326373921983,55317.802712101075,0.0,939.0354668799719,4638782318.869511,18.689509632266574,0.06254115614742616,18.753555235618347,18.626596853186342,18.688376807993894,59.85,8.31607436270423,3.0251474272230876
-0.0,0.04629572658839252,0.45525181625027694,0.00022815321197744678,6.190510268826178,6.2,0.0,24194453.650052875,0.06591686049541554,8099107.9364545,0.0010300551467987136,1.0724721222650565e-05,40.53775801999593,57303.004269199635,0.0,938.9268754906726,4977702471.299125,18.809593509851428,0.07100844930069902,18.88632413887714,18.73902648848445,18.80342990219477,59.88,8.799627167119759,2.945680495947241
-0.0,0.04587052329678672,0.496338096520464,0.000222808459143591,6.391029559118157,6.4,0.0,25694086.477972556,0.06576605052904738,6542497.220593725,0.0010041657407225501,1.069468762223437e-05,41.58290269705069,59325.26373690859,0.0,938.7979393986241,5335234418.739305,18.952201326070316,0.0731779612919499,19.029978569639475,18.874793605356395,18.9518318032131,59.87,9.291507355970243,2.365900850519681
-0.0,0.045422764289772564,0.5391185223104537,0.00021772792924747305,6.5911280895123285,6.6,0.0,27234948.499802355,0.06556876123359422,4817188.065222412,0.0009801415023641454,1.0660566260188487e-05,42.60214080054765,61378.522951995496,0.0,938.65088387283,5710932369.719956,19.114884511097614,0.07950886495582178,19.19070609827354,19.029251992282443,19.124695442736044,59.87,9.784437367079834,1.7306247122132539
-0.0,0.04505369571630033,0.5843621447579669,0.00021284399635143527,6.789014533912546,6.8,0.0,28854893.701264445,0.06546624715833325,4344633.945852023,0.0009561232703882217,1.0624517861281347e-05,43.672325087562285,63435.80607055451,0.0,938.4948593195652,6100185989.381688,19.2875302887633,0.08656653014049918,19.369109791447087,19.18915324807773,19.304327826766144,59.85,10.294718999926896,1.550058929107415
-0.0,0.04459594647857573,0.6304591010409087,0.00020829140746270937,6.986774048096287,7.0,0.0,30463602.985786255,0.06522019488298701,3584107.0335037177,0.0009352990909923879,1.0587191751074348e-05,44.64467750510994,65513.81270847529,0.0,938.332580104929,6506387135.092005,19.46714125780924,0.0958675602889328,19.555794680875866,19.365076733980526,19.480552358573345,59.87,10.790567320626803,1.2695329652043756
-0.0,0.04419552362700385,0.6801313112027931,0.0002037295905514619,7.18722127588514,7.2,0.0,32219703.94498713,0.06505650503749041,3335985.2781172427,0.0009135638873115605,1.0542325134760613e-05,45.70684860481704,67680.18934881999,0.0,938.1365338256724,6943801240.110525,19.684185930109074,0.1017132331077357,19.775103425588636,19.568000044607977,19.709454320130796,59.87,11.313710583043157,1.1714065408656082
-0.0,0.04381033901691911,0.7321869957596608,0.00019934974673430875,7.387621784162997,7.4,0.0,34042657.3256917,0.06490219968577303,2935866.065159926,0.0008926656121543264,1.0496107129545829e-05,46.77689575988587,69873.6377217149,0.0,937.9334488193093,7401178160.34901,19.909092889059476,0.10778137787745555,20.00807292262224,19.785083000052506,19.934122744501863,59.85,11.84667965106347,1.0216671524678413
-0.0,0.04337768800175723,0.7853535767248708,0.00019520589495679284,7.587332720895271,7.6,0.0,35885092.86244392,0.06466500069429744,3330649.4456056845,0.000873772960191792,1.0447498405036726e-05,47.7883022141269,72096.43178353019,0.0,937.7186046252533,7879555031.329998,20.147099891572733,0.11689594309352383,20.247428372355397,20.01397638259631,20.17989491976563,59.86,12.36960672767317,1.1480762763471188
-0.0,0.04306556609874275,0.8428854818298193,0.0001910595194642223,7.786978790915265,7.8,0.0,37908213.7745231,0.06459941646183748,3139478.0540128187,0.0008532122804919482,1.0394759188219142e-05,48.939903049803426,74368.92682932144,0.0,937.4840339299992,8384114098.8179655,20.40705110407383,0.12471936895340467,20.519154063205377,20.2642745808902,20.43772466812532,59.87,12.932149735789746,1.0710132777083092
-0.0,0.04278797655671473,0.9033908190297067,0.00018703587327123603,7.986211888462263,8.0,0.0,40035682.43043182,0.06457618974474122,3273354.4062653184,0.0008329220244544669,1.0340108752631767e-05,50.13209527689744,76674.80451986856,0.0,937.2393294844827,8912088813.618032,20.678333949311636,0.1305434051210116,20.79867115893268,20.53255988926709,20.703770799735572,59.88,13.511159204944418,1.1046848669086164
-0.0,0.04261748892328745,0.9692043220707515,0.000183097259209595,8.186507849031424,8.2,0.0,42317251.62600784,0.06470218321641874,3226402.272994672,0.0008117759546130818,1.0289183324969365e-05,51.43799351396154,78986.8387520352,0.0,937.009790397678,9457658236.553156,20.93289860182449,0.10425414959894387,21.01917326082811,20.803907969961273,20.97561457468452,59.87,14.137351335264787,1.077876769629086
-0.0,0.04235404414104415,1.0347651836757117,0.00018042677424347163,8.384396894306192,8.4,0.0,43917278.51724737,0.0645813407283236,3104308.9307237174,0.000799325533372521,1.0312134815932087e-05,52.23919985640873,80716.10592723437,0.0,937.1134228593438,9876306382.98722,20.817956259668478,0.07397481150095112,20.79573341391576,20.86548418089182,20.792651184198228,59.88,14.739046896080263,1.0418349327335652
-0.0,0.04210846734800869,1.1041723759648565,0.00017788373738003148,8.584440641175512,8.6,0.0,45523213.067000225,0.06447537847475793,3760340.9363109325,0.0007873859619058718,1.034016065908129e-05,53.03133191136239,82417.92393254256,0.0,937.239562697305,10297160741.986513,20.678075356869208,0.03393828851922354,20.67772902020194,20.711770895858603,20.6447261545488,59.88,15.363237747042284,1.2690451293377283
-0.0,0.041753183591914184,1.1733354323397287,0.0001750052452625057,8.784837201536176,8.8,0.0,47413291.68468544,0.06424639519415096,5668941.715702015,0.0007748078054965688,1.0324653433329838e-05,53.89223752258978,84468.57941682114,0.0,937.1698220065301,10815946529.866632,20.755409850677378,0.0522266877589093,20.797091060324682,20.732367973070815,20.736770518638945,59.88,15.951959050559655,1.9072863936611504
-0.0,0.04140255867782231,1.2449770659057489,0.00017192644471336312,8.98533439118101,9.0,0.0,49571834.50671111,0.06404512546932552,6137154.918714381,0.0007609528574868581,1.0284362126366906e-05,54.873473274129566,86734.89140721133,0.0,936.9879832318038,11404121328.390436,20.957088057936332,0.096006435528678,21.040371387150813,20.86434672214642,20.966546064510904,59.86,16.545061698236267,2.0483326427634516
-0.0,0.04101378285602301,1.317566694147293,0.00016879605612984283,9.185520715001596,9.2,0.0,51897954.28523535,0.06379549144888494,5387812.661382273,0.0007472205460267037,1.0226819629275981e-05,55.881930054269915,89166.17560704624,0.0,936.7266804696326,12052424808.02021,21.24700075302832,0.12329337660208248,21.348444359919093,21.12803845283263,21.264519446332546,59.85,17.12335971750074,1.777670344852117
-0.0,0.040851569311403366,1.4000333747937905,0.00016556393871464324,9.385687040748083,9.4,0.0,54571681.17780834,0.06388850444593833,4856959.57450595,0.0007301310191649272,1.0170300747417448e-05,57.18990864945769,91615.55745041135,0.0,936.4681635338643,12723676186.513693,21.533939629476862,0.09343462590890823,21.607864403197716,21.424008377296026,21.569946107936598,59.87,17.80215590844806,1.5844179567175443
-0.0,0.0406365000877865,1.4838584606534646,0.00016340947057255458,9.586238898163616,9.6,0.0,56412141.704651535,0.06379696872099844,4211232.103655399,0.0007200197285110354,1.0189834326745766e-05,57.99303079448559,93393.8072731743,0.0,936.557720191074,13222400609.950253,21.43452371465235,0.07854434403249917,21.407620037444662,21.497503111563706,21.398447994949592,59.89,18.475067781039566,1.3791853350305936
-0.0,0.04037059682552643,1.56851221461836,0.00016177853169259214,9.786568326094248,9.8,0.0,57814809.910359204,0.06357709523540549,4235033.939820852,0.0007135701961531422,1.0242134803953886e-05,58.51719496313742,94858.64140254108,0.0,936.7964131126785,13640426552.71307,21.169621489695547,0.1189749542037884,21.102730227533016,21.306694552357452,21.099439689198913,59.85,19.134184376608697,1.4016118079670026
-0.0,0.040168161410235846,1.6585281778757208,0.00016008677345993955,9.987033066132266,10.0,0.0,59358902.7388705,0.06345713538805013,3472441.2549378104,0.0007060003714370114,1.0289198684173258e-05,59.144623682259734,96358.91242098213,0.0,937.0098598490052,14075308749.541609,20.93282156471386,0.1084440260474786,20.858936584982974,21.068640476794805,20.870887632363793,59.87,19.830688388812764,1.1600770448547486
-0.0,0.039940997551992014,1.750263882887958,0.0001581095859799195,10.187111556446219,10.2,0.0,61243149.38181712,0.06333166221760234,2982157.613922597,0.0006970286460154576,1.0303357736611645e-05,59.905897019979335,98154.2792540915,0.0,937.0738272115784,14604699573.038599,20.861870958872583,0.05596892826815208,20.845471774276028,20.918137817262817,20.822003285078786,59.87,20.51792981432597,0.9990946127908972
-0.0,0.03972075849934685,1.845356236056062,0.0001554556375464887,10.387485136940485,10.4,0.0,63953108.464252464,0.0632907240564574,3242119.0579045303,0.0006839891973931847,1.0252632105056292e-05,61.04793240495364,100580.08465443485,0.0,936.8441310991652,15335507212.533615,21.11667580556557,0.10896449429617658,21.18855684842647,21.042338024236653,21.11913254403201,59.87,21.210182465389533,1.0752555809090838
-0.0,0.03961858245950804,1.9489643589918055,0.00015282687314369526,10.587445205479433,10.6,0.0,66871354.714729115,0.06342656179141358,3842468.3716076165,0.000669760161619602,1.0206282907992074e-05,62.344894009825424,102981.81188334801,0.0,936.6329604100737,16076637089.444178,21.351011144568336,0.045921127977458516,21.388121499334712,21.29928215973515,21.365629774637934,59.85,21.973003299341823,1.26258202136219
-0.0,0.03950979828980839,2.0561204713972736,0.00015069893255707152,10.78791300717986,10.8,0.0,69355496.50583744,0.06350099615397176,3935743.793973387,0.0006585609718800143,1.019756355042618e-05,63.40510305215193,105021.4404091042,0.0,936.5930953313119,16719762032.682957,21.39525799435055,0.014828722240523918,21.39176197407422,21.40404901871096,21.389962990269385,59.88,22.7493679955645,1.2909673842191232
-0.0,0.03922752166780424,2.155930103574983,0.0001488180727475322,10.98594590081821,11.0,0.0,71546474.47732098,0.06328907177635104,4517538.361536108,0.0006507276846523944,1.0187926274311282e-05,64.16835686110836,107050.47973187087,0.0,936.548982054261,17372062640.615814,21.444223213405376,0.025396386082080922,21.447072687536263,21.44987092245258,21.43572603022843,59.88,23.422593406661765,1.4789333089333243
-0.0,0.03901871066472378,2.264089079251215,0.00014678450333061504,11.186555611222392,11.2,0.0,74088391.86645955,0.0632060657102666,4668965.935877748,0.0006411760580091368,1.0167279913372811e-05,65.12427556610763,109226.63669744502,0.0,936.4542938382916,18085531363.534492,21.549337486377116,0.0397238133208626,21.567441299769133,21.537948464125233,21.542622695238435,59.87,24.154106231479133,1.522164219863475
-0.0,0.03889337462519431,2.381524386692703,0.00014457774560198993,11.38892298696957,11.4,0.0,77059779.75975825,0.06327162068708665,5732550.787033082,0.0006297050023573008,1.0133363202786947e-05,66.3106154975164,111574.7705751842,0.0,936.2982027190463,18871488465.029396,21.722649877037906,0.056167303450946296,21.75953363539866,21.680846006539515,21.72756998917424,59.85,24.951337421885093,1.8561538771753696
-0.0,0.038607591795424306,2.491058343019515,0.00014263213673168876,11.589372349307046,11.6,0.0,79698647.73205823,0.06306503704740418,7858146.379192306,0.0006214797834935898,1.0102243154320984e-05,67.18822944400463,113888.28526945139,0.0,936.1543851627033,19662206787.197636,21.882372291683815,0.04935494770913869,21.916869562607395,21.846064053810284,21.884183258637258,59.88,25.643583922427034,2.528412236390773
-0.0,0.03845557942931942,2.615379270852239,0.00014068716433807225,11.794547762191016,11.8,0.0,82562138.59961133,0.06306372727236564,12229156.836216323,0.000611812987311534,1.0081322948852114e-05,68.249820049857,116145.05431155732,0.0,936.0573815986089,20449165686.706573,21.990123977895628,0.02559684268560757,21.99502836366162,21.984662015491576,21.99068155453385,59.87,26.45228048101566,3.9181287229816015
-0.0,0.038330197701646015,2.745570700357097,0.0001388724817403427,12.000151019044463,12.0,0.0,85377528.57932374,0.06308984054383593,6366424.233440941,0.0006026241324184329,1.0070069613005944e-05,69.29049807647631,118301.7568236823,0.0,936.0050936671134,21215659625.868153,22.04821231954555,0.021653890522456025,22.036553147419365,22.068987854680316,22.039095956544283,59.85,27.291750661665006,2.0350889241777583
-0.0,0.03815302501024733,2.8649446984320517,0.0001373590714470542,12.190418336673362,12.2,0.0,87773446.73469985,0.06300144539637355,6341593.527090105,0.0005957208128846145,1.0065805697109516e-05,70.09344878515331,120228.38737816938,0.0,935.9852618426037,21912311588.84424,22.07024538369258,0.027093218976642845,22.053992628412296,22.106493679081765,22.050249843591168,59.87,28.033279485504714,2.025392306465089
-0.0,0.03798533608676686,2.990997366246281,0.00013589113803607762,12.384815464261848,12.4,0.0,90192144.46636944,0.06292299207846246,6537160.097940237,0.0005889745041985997,1.006607567779558e-05,70.89632232042705,122142.35916341792,0.0,935.9865178681356,22615529433.686253,22.068849924754186,0.03618242927748755,22.04149881932903,22.11696328305152,22.048087671891608,59.87,28.80735247971869,2.087967597088634
-0.0,0.03779368435175676,3.1194778440715925,0.00013454751251456418,12.580862391449585,12.6,0.0,92457972.65330335,0.06279280207757543,6830709.503480678,0.0005831859325574881,1.0073835756347932e-05,71.60002317796217,123980.24823272797,0.0,936.0226012540915,23301246491.572525,22.02876204547107,0.048382910647319956,21.98086320847644,22.09044140765441,22.01498152027804,59.87,29.577747113209256,2.185176599700495
-0.0,0.03762150409830976,3.2561446936564464,0.00013319480082229517,12.781408081482724,12.8,0.0,94838732.57229745,0.06269446947645121,7439261.03006949,0.0005771356350163138,1.0082098330918919e-05,72.3506291324349,125853.33475854348,0.0,936.0609815756815,24010632808.284603,21.98612482411051,0.06049591808918105,21.93453731249973,22.06726955402852,21.956567605803016,59.88,30.390398838880486,2.3838584050878744
-0.0,0.03753237162278032,3.4036916483139876,0.0001318511374198702,12.981879926519763,13.0,0.0,97360935.50271928,0.06272519199462041,9392664.863864282,0.0005702869917834364,1.0094742465623893e-05,73.21949630587805,127667.18996229795,0.0,936.1196356826878,24707724475.399147,21.92097016509688,0.06580986036728931,21.862012609717443,22.00926642581167,21.89163145976204,59.87,31.27888323356133,3.017555922319375
-0.0,0.03741571530766082,3.5524316527095037,0.00013054468703111878,13.181962758850915,13.2,0.0,99877247.29394303,0.06270951213445371,9829603.929857107,0.0005639343256572187,1.0104640002589191e-05,74.04430691377817,129507.87879020414,0.0,936.1654823196623,25425326064.769424,21.870046605624296,0.0631091219274441,21.816026890293088,21.956321300616256,21.837791625960147,59.87,32.151818199783214,3.164280625381299
-0.0,0.037234294298970495,3.6989554985426945,0.00012928370156661652,13.38242589807843,13.4,0.0,102330253.8467712,0.06258746160682616,7904116.1403293535,0.0005584898043992385,1.0110005834030238e-05,74.76613889683134,131407.57363446217,0.0,936.1903131869303,26176702889.166183,21.842467577038352,0.06344806343036492,21.793907647677425,21.931026868291895,21.802468215147588,59.84,32.97734327796453,2.547211029680899
-0.0,0.037012259502937184,3.8444723452814498,0.00012805727686664853,13.582714381159265,13.6,0.0,104755520.03844902,0.06239745102028208,7411133.116931234,0.0005536401538381206,1.011155457411567e-05,75.42105824279997,133353.86074724654,0.0,936.1974769424864,26957855310.399277,21.834511171964724,0.057550284868439404,21.78486632771509,21.91195761429584,21.806709573878482,59.86,33.76952111349292,2.3890904858785222
-0.0,0.03703138543145047,4.019282055347091,0.00012658769498769025,13.783167334669345,13.8,0.0,108048587.08731751,0.06261998972109672,7865101.973031406,0.0005449972516927351,1.0105818265086828e-05,76.61713184513339,135398.70171304708,0.0,936.1709363003379,27790934530.611565,21.863988912022318,0.04646086916975784,21.816362918020882,21.922076811688576,21.853527006351356,59.87,34.79059628807129,2.532486494128038
