a,cf,epsilon,eta,fic,ficfn,foc,g,grei,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.02677547440609256,0.23837280585852946,4.4456838964249075e-05,5.988655978623999,6.0,0.0,1579607776.2093441,0.061158454449916376,470253906.37803966,0.00016762763577490684,9.764957160072824e-07,249.10049047191984,608829.9080862876,0.0,998.0098065910943,561909155019.4503,21.056795300385758,0.03768553972465602,21.104033068491233,21.048263969931373,21.018088862730387,59.87,5.062551037229967,1.5071364153502873
-0.0,0.026851271843065003,0.2638895893370609,4.334074863822829e-05,6.189306446225788,6.2,0.0,1692015281.3229876,0.061737199010933164,652368583.9996529,0.0001617350947334456,9.76493366587114e-07,258.17604000539023,629230.3238838213,0.0,998.0097848040153,600196472890.385,21.05689557273458,0.03946696652335567,21.110133558220344,21.03749772463485,21.023055435346503,59.87,5.42278433979495,2.09079325709247
-0.0,0.026855070035407595,0.2903403622537019,4.230621686700346e-05,6.389250208785632,6.4,0.0,1804695782.8453708,0.06214442574470213,752115072.9874014,0.00015659348593335438,9.761308978264846e-07,266.6530222460779,649798.6298527953,0.0,998.0064212838384,640076280172.1688,21.072370053238142,0.035446826178110825,21.11966461805651,21.050697649094573,21.046747892565048,59.86,5.779604451270191,2.4086761131850265
-0.0,0.02669805684157195,0.31666060054518286,4.136422431059429e-05,6.589629239766045,6.6,0.0,1912640185.097443,0.062177482525561434,643477399.5831814,0.0001525570821550479,9.750596611625915e-07,273.70821267897446,670913.8318788962,0.0,997.9964550873934,682350701129.0205,21.11815497215036,0.043581852542234546,21.1751877591687,21.08596012209932,21.093317035179055,59.84,6.111802509368181,2.0562188414408142
-0.0,0.026481755513561422,0.3436586196308177,4.049397834524357e-05,6.790206948388207,6.8,0.0,2018741995.7854111,0.06205807426707734,537261425.7193527,0.00014909910748116603,9.740090874008039e-07,280.0561786961213,692081.048838912,0.0,997.9866437495857,726086003847.0416,21.163132088798342,0.053756949777541606,21.234214536354827,21.1216427076142,21.13353902242837,59.86,6.4368920002128425,1.7130934911226117
-0.0,0.026316598180645093,0.3722376086856983,3.968468661825032e-05,6.988002004008064,7.0,0.0,2125960151.9550433,0.062029803438221856,413678607.1756017,0.00014574591924041019,9.737273232383968e-07,286.4994540210779,712447.0942020895,0.0,997.9840060345133,769448203374.0228,21.175207678146354,0.047299498090083644,21.20000816875817,21.162170417022903,21.163444448654804,59.87,6.774824862925295,1.3182749971001542
-0.0,0.02613705003340586,0.4021728448851831,3.9004074516040224e-05,7.186899615834326,7.2,0.0,2221256271.6862993,0.06191970769236764,346094765.50329643,0.00014307416511391964,9.763770238948298e-07,291.84951912828035,730736.8068392116,0.0,998.0087056829072,809461350277.3876,21.06186149901529,0.034215527062196445,21.058230860186523,21.093949520153597,21.033404116707537,59.86,7.117258780270213,1.1089427365865778
-0.0,0.025961059820258304,0.4337789730847654,3.8275706953728524e-05,7.3870586466165085,7.4,0.0,2330515348.611349,0.06184057105414801,293098523.1088212,0.00014015275713047441,9.764585067349965e-07,297.93296359703436,751025.5447606046,0.0,998.0094615135215,855034362953.5354,21.05838342147952,0.04354259135259744,21.114655621030096,21.042074210202856,21.01842043320444,59.84,7.468594331403433,0.9392918049381613
-0.0,0.02583488519448757,0.4677862822709207,3.753259700641525e-05,7.587578015369191,7.6,0.0,2451615097.885505,0.06188269650184912,285045729.18315005,0.00013698071440088362,9.755000927398362e-07,304.8321544445696,772169.7958999437,0.0,998.0005572712488,903857093173.3527,21.099321441227023,0.0373346343201635,21.146871260238633,21.068415803592128,21.082677259852836,59.85,7.841196892000653,0.9116845820034
-0.0,0.025726950815162103,0.5034385292498237,3.680661908269726e-05,7.786498998330576,7.8,0.0,2579091310.9283714,0.061963262311613046,287668695.68596166,0.0001338324169542231,9.739800294385183e-07,312.00307995976914,793650.2094774492,0.0,997.9863718491565,954843995472.0784,21.164377179274258,0.04967575487174475,21.226701053305707,21.126326181388958,21.14010430313031,59.89,8.223109841093251,0.9171956310527815
-0.0,0.02560172297564304,0.5403721629888086,3.611958786886066e-05,7.985414161656726,8.0,0.0,2707584702.8170347,0.06199242113884354,274971619.72641367,0.00013093725004460568,9.724964796009968e-07,318.90181192863605,815166.574027133,0.0,997.972452187931,1007318655443.4613,21.22802124607472,0.04644395128239134,21.288326118425033,21.188147940293582,21.20758967950507,59.87,8.60639627274174,0.8740316491894039
-0.0,0.025493038402112686,0.5796934367226516,3.553069968149738e-05,8.186189274974941,8.2,0.0,2824903333.1738214,0.06201802299931063,306554477.6972256,0.0001284624625239274,9.73952569187173e-07,325.0453515197106,834412.7462309476,0.0,997.9861148726692,1055445980247.8207,21.165553862817845,0.017317151766454698,21.159751655494954,21.177854901268503,21.159055031689082,59.85,9.006340520131651,0.977355218385604
-0.0,0.025375316209066513,0.6203322205036524,3.4950953039072515e-05,8.386108550434194,8.4,0.0,2947041000.9939666,0.06202218367890864,261099579.89512098,0.00012606369082754674,9.74585943324173e-07,331.230396429527,854234.8628697589,0.0,997.9920356132387,1106187469288.5908,21.138426510758414,0.029987889450129885,21.144650754527817,21.154100702558043,21.11652807518582,59.87,9.408019261456342,0.8335241606692857
