rnorm,vtheta
0.00219360498251601,0.666737300623779
0.00274129191814896,0.653056904176146
0.00328696610151223,0.640883596225027
0.00382560481848517,0.630875028448927
0.00436889012868469,0.621966341265961
0.00491820414227694,0.61386412311209
0.00546564348052179,0.607126021051609
0.00601164874769022,0.60099697630837
0.00655114662145828,0.595425635347428
0.00709319744836903,0.59025805834163
0.00764232490180769,0.585758938955723
0.00819034488563894,0.581778173394572
0.00873633032983141,0.577378176073084
0.00927678894784043,0.573907398883277
0.00981732411953351,0.570034352030897
0.0103668894089605,0.566986476358815
0.0109147577675334,0.564005536083974
0.011461054725013,0.561098505122102
0.012002477391525,0.558496960936003
0.0125416514948734,0.555915551716288
0.0130911367951113,0.553060642125414
0.0136393320704441,0.550517475734335
0.0141857959871305,0.548812962395628
0.0147280766343039,0.547121321896694
0.0152660992504476,0.544963322821768
0.0158154413137045,0.543382727616022
0.0163639599703339,0.54137087617154
0.0169105365299052,0.540405500612891
0.0174535147085376,0.538749150684661
0.0179907695626046,0.537048564007143
0.0185399762454226,0.535795851296974
0.0190883370971637,0.534594887070473
0.0196352264855459,0.533594362362027
0.0201788646002393,0.532065536013222
0.0207157958575114,0.530672743271537
0.0212641610432163,0.529527166228337
0.0218129590544166,0.52858433394587
0.0223599933407051,0.527542259883434
0.0229041656079223,0.526599617928239
0.023440778121184,0.52589555851273
0.0239887689374199,0.524724018777075
0.024537344435789,0.523954881117163
0.0250847582532612,0.522887723683055
0.0256294157324725,0.522067564418311
0.0261660782965497,0.521419977112397
0.0267130453257898,0.520493284100908
0.0272619849739955,0.5196563143737
0.0278093784080806,0.519009220467038
0.0283544507106111,0.518143315946816
0.0288914866702636,0.517557390720192
0.0294376190189939,0.51670642588156
0.0299865195350149,0.516196811394785
0.0305341291184202,0.515476931630927
0.0310795471010388,0.514787304823165
0.0316170925232193,0.514456445326455
0.0321620901884248,0.513655729807831
0.0327110368902051,0.513037361528887
0.0332587272910161,0.512528989232518
0.0338046534535343,0.511934734236695
0.0343427362181649,0.511607862875875
0.0348865075028195,0.511033483591437
0.0354356597530106,0.510418540204183
0.0359835216705822,0.509698367626684
0.0365294406368505,0.509309826510938
0.0370686326680049,0.508768856350213
0.037611141441334,0.508283475501691
0.0381601848364152,0.507798703450401
0.0387082460455023,0.50723922696911
0.0392544854910956,0.506838405819868
0.0397945073431409,0.506544486783815
0.0403355312284602,0.506417756765222
0.0408849184331493,0.505988693075999
0.04143288129272,0.505579864720877
0.0419793328507312,0.505279923256223
0.042520395917119,0.504756269851576
0.0430602866844583,0.50441050780108
0.0436094951055071,0.50404870629228
0.0441577087328814,0.503608545724062
0.0447041961137598,0.503188519532759
0.0452464166923587,0.502997049058962
0.0457848656584038,0.502599390424537
0.0463342134942453,0.502283191376265
0.0468823484769502,0.501802855750163
0.047429279485248,0.501570909778508
0.0479721379015794,0.501297292278756
0.0485096686988315,0.500801949608139
0.0490588230514475,0.500576556959838
0.0496062428876776,0.500269856115496
0.0501491987375322,0.500030479386371
0.050688525241477,0.499545334076227
0.0512221156775838,0.499428078640175
0.0517677966030706,0.499031575406965
0.0523128741352437,0.498766631647575
0.0528557846210396,0.498336091577209
0.0533945862261102,0.49788031066788
0.0539286880342296,0.497849779986552
0.0544745396835245,0.497326265596104
0.0550194608901751,0.49715370298475
0.0555624719972731,0.496828133083063
0.0561007163016789,0.496585195137153
0.0566352319839115,0.496268112421407
0.057181323464814,0.495846795191258
0.0577260495630251,0.495397523831507
0.0582691381143491,0.495083034826672
0.0588067750796032,0.494830504114161
0.0593419487692518,0.494667109693475
0.0598880403206314,0.494605152372494
0.0604327571246976,0.494239593593817
0.0609756506136855,0.493717605687869
0.0615128343002341,0.493272727441749
0.062048891783163,0.49326570519582
0.0625947035615154,0.493095829834256
0.0631395601686751,0.492848355552605
0.0636821499065569,0.492657541842229
0.0642189164141579,0.492130344652128
0.0647557403331783,0.492001653156285
0.0653015206403362,0.492013225931463
0.0658463017287689,0.491668578358228
0.0663887537474587,0.491412679159494
0.0669250278637501,0.491052089667
0.0674625378793375,0.490953910496115
0.0680084526192559,0.490629761971023
0.0685529357728404,0.490529493790621
0.069095493474216,0.490280812899588
0.0696310785338125,0.489723129403167
0.0701694465951783,0.490087841467994
0.070715325716798,0.489848390724356
0.0712595940081483,0.489610300541562
0.0718021921812911,0.488869485027
0.0723372295232587,0.488967206587244
0.0728764350396538,0.488779869078527
0.0734220655968079,0.488763658690181
0.0739664411700149,0.488674789173987
0.0745088149927278,0.488414892114891
0.0750434608875977,0.48805792404108
0.0755833964709231,0.487971578376467
0.0761288474583548,0.487753773853946
0.0766733275686966,0.48756751084108
0.0772153821276304,0.487338407921599
0.0777497686843671,0.487017442583559
0.0782902854516905,0.486913441115969
0.0788358045924229,0.486754137880729
0.079380126812395,0.486469163531854
0.079922033602377,0.486433894994027
0.0804561243194278,0.486256301046654
0.0809971801930301,0.486024169442649
0.0815427627490975,0.485837259237193
0.0820868960081764,0.485658506774294
0.0826286740509604,0.485407906270005
0.0831624871826144,0.485472839251484
0.0837041831009472,0.485132910186614
0.0842497573832744,0.485007801187862
0.0847936158583928,0.484798268841516
0.0853353768708269,0.484674774444081
0.0858688416110429,0.484456809896809
0.0864112662773691,0.484243380637527
0.0869566539112295,0.484212310055285
0.0875004942116345,0.484139899609151
0.0880420622789259,0.484059687066949
0.0885752245039741,0.483900096109513
0.089118414848428,0.483742433045831
0.08966351273497,0.483523774505336
0.0902073935336622,0.483196400407183
0.0907487880340677,0.482986079760557
0.091281672343959,0.483038279296343
0.0918254086960666,0.483048881683883
0.092370528359423,0.482782365552515
0.0929142728262678,0.482695026156636
0.0934554659123801,0.482449300359491
0.0939882763668523,0.482134844733666
0.0945323459034928,0.482013277295622
0.0950776271131737,0.48184109199212
0.0956211667505875,0.481876359740583
0.0961620199333036,0.481419729454124
0.0966949190855448,0.481404005186056
0.0972394139308975,0.481321795957356
0.0977847096142866,0.481193250289332
0.0983281057187447,0.480993884156406
0.098868594950063,0.480826179402704
0.0994015768002484,0.480750342165564
0.0999465593678687,0.480550895051207
0.100491736996895,0.480398482326888
