alpha,alpha1,alpha2,dt,dtorque,fic,id,t1,t2,toAlpha,torque1,torque2
77.0,0.5039198230535635,0.499567847346273,6.0,11.297899952905258,15.0,10,2891.0,2897.0,48.0,20.285970170097496,31.583870123002754
100.0,0.5188612657994873,0.5152240045406978,5.379515012629781,10.74028085498339,17.5,6,4785.66060326231,4791.04011827494,27.0,30.59810822004347,41.33838907502686
74.0,0.5011633755536816,0.49359390532992986,8.0,7.7696774965436255,12.0,8,2411.0,2419.0,40.0,13.925044326129733,21.69472182267336
