data,x,y
5.491430753058204e-05,-88.19997448588117,-1.7146133595272648
5.2299340505316226e-05,-84.59997590767169,-1.7146133595272648
5.805226796090101e-05,-80.99997732946221,-1.7146133595272648
6.485118222659213e-05,-77.39997875125275,-1.7146133595272648
6.328220201143264e-05,-73.79998017304325,-1.7146133595272648
6.171322179627314e-05,-70.19998159483379,-1.7146133595272648
6.746614925185794e-05,-66.59998301662432,-1.7146133595272648
6.328220201143264e-05,-62.999984438414835,-1.7146133595272648
6.0667234986166824e-05,-59.39998586020536,-1.7146133595272648
4.9684373480050415e-05,-55.79998728199588,-1.7146133595272648
6.746614925185794e-05,-52.19998870378641,-1.7146133595272648
6.642016244175161e-05,-48.59999012557694,-1.7146133595272648
6.171322179627314e-05,-44.99999154736746,-1.7146133595272648
5.700628115079469e-05,-41.39999296915798,-1.7146133595272648
6.432818882153896e-05,-37.799994390948505,-1.7146133595272648
6.485118222659213e-05,-34.19999581273903,-1.7146133595272648
5.752927455584785e-05,-30.599997234529557,-1.7146133595272648
5.648328774574153e-05,-26.99999865632008,-1.7146133595272648
6.485118222659213e-05,-23.4000000781106,-1.7146133595272648
6.0667234986166824e-05,-19.80000149990113,-1.7146133595272648
5.752927455584785e-05,-16.200002921691656,-1.7146133595272648
6.485118222659213e-05,-12.600004343482176,-1.7146133595272648
5.282233391036939e-05,-9.000005765272697,-1.7146133595272648
5.752927455584785e-05,-5.400007187063224,-1.7146133595272648
5.177634710026306e-05,-1.8000086088537515,-1.7146133595272648
5.648328774574153e-05,1.7999899693557282,-1.7146133595272648
5.334532731542255e-05,5.399988547565201,-1.7146133595272648
5.5960294340688365e-05,8.999987125774673,-1.7146133595272648
4.445443942951879e-05,12.599985703984153,-1.7146133595272648
5.177634710026306e-05,16.199984282193633,-1.7146133595272648
5.073036029015674e-05,19.799982860403105,-1.7146133595272648
5.334532731542255e-05,23.399981438612578,-1.7146133595272648
5.386832072047572e-05,26.999980016822057,-1.7146133595272648
4.811539326489093e-05,30.59997859503153,-1.7146133595272648
4.02704921890935e-05,34.199977173241,-1.7146133595272648
5.282233391036939e-05,37.79997575145048,-1.7146133595272648
4.759239985983777e-05,41.399974329659955,-1.7146133595272648
5.1253353695209906e-05,44.999972907869434,-1.7146133595272648
5.700628115079469e-05,48.599971486078914,-1.7146133595272648
5.4391314125528874e-05,52.19997006428838,-1.7146133595272648
5.648328774574153e-05,55.79996864249786,-1.7146133595272648
5.96212481760605e-05,59.39996722070734,-1.7146133595272648
5.1253353695209906e-05,62.999965798916804,-1.7146133595272648
5.282233391036939e-05,66.59996437712628,-1.7146133595272648
5.020736688510358e-05,70.19996295533576,-1.7146133595272648
5.4391314125528874e-05,73.79996153354524,-1.7146133595272648
4.8638386669944094e-05,77.39996011175472,-1.7146133595272648
6.537417563164528e-05,80.99995868996419,-1.7146133595272648
6.485118222659213e-05,84.59995726817367,-1.7146133595272648
5.177634710026306e-05,88.19995584638315,-1.7146133595272648
8.106397778324015e-05,-88.19997448588117,-1.6521055901681967
6.694315584680477e-05,-84.59997590767169,-1.6521055901681967
6.223621520132631e-05,-80.99997732946221,-1.6521055901681967
6.328220201143264e-05,-77.39997875125275,-1.6521055901681967
6.851213606196426e-05,-73.79998017304325,-1.6521055901681967
6.432818882153896e-05,-70.19998159483379,-1.6521055901681967
7.426506351754904e-05,-66.59998301662432,-1.6521055901681967
6.537417563164528e-05,-62.999984438414835,-1.6521055901681967
7.165009649228323e-05,-59.39998586020536,-1.6521055901681967
6.746614925185794e-05,-55.79998728199588,-1.6521055901681967
6.38051954164858e-05,-52.19998870378641,-1.6521055901681967
6.537417563164528e-05,-48.59999012557694,-1.6521055901681967
5.5960294340688365e-05,-44.99999154736746,-1.6521055901681967
6.0667234986166824e-05,-41.39999296915798,-1.6521055901681967
6.014424158111366e-05,-37.799994390948505,-1.6521055901681967
7.008111627712375e-05,-34.19999581273903,-1.6521055901681967
7.217308989733639e-05,-30.599997234529557,-1.6521055901681967
8.210996459334648e-05,-26.99999865632008,-1.6521055901681967
8.106397778324015e-05,-23.4000000781106,-1.6521055901681967
7.06041096821769e-05,-19.80000149990113,-1.6521055901681967
7.47880569226022e-05,-16.200002921691656,-1.6521055901681967
4.4977432834571956e-05,-12.600004343482176,-1.6521055901681967
5.8575261365954176e-05,-9.000005765272697,-1.6521055901681967
5.8575261365954176e-05,-5.400007187063224,-1.6521055901681967
5.805226796090101e-05,-1.8000086088537515,-1.6521055901681967
5.96212481760605e-05,1.7999899693557282,-1.6521055901681967
6.223621520132631e-05,5.399988547565201,-1.6521055901681967
5.96212481760605e-05,8.999987125774673,-1.6521055901681967
5.648328774574153e-05,12.599985703984153,-1.6521055901681967
5.020736688510358e-05,16.199984282193633,-1.6521055901681967
5.4391314125528874e-05,19.799982860403105,-1.6521055901681967
4.759239985983777e-05,23.399981438612578,-1.6521055901681967
5.2299340505316226e-05,26.999980016822057,-1.6521055901681967
5.491430753058204e-05,30.59997859503153,-1.6521055901681967
4.654641304973144e-05,34.199977173241,-1.6521055901681967
4.811539326489093e-05,37.79997575145048,-1.6521055901681967
5.020736688510358e-05,41.399974329659955,-1.6521055901681967
4.916138007499725e-05,44.999972907869434,-1.6521055901681967
5.8575261365954176e-05,48.599971486078914,-1.6521055901681967
4.916138007499725e-05,52.19997006428838,-1.6521055901681967
5.2299340505316226e-05,55.79996864249786,-1.6521055901681967
6.014424158111366e-05,59.39996722070734,-1.6521055901681967
5.4391314125528874e-05,62.999965798916804,-1.6521055901681967
5.020736688510358e-05,66.59996437712628,-1.6521055901681967
5.386832072047572e-05,70.19996295533576,-1.6521055901681967
6.642016244175161e-05,73.79996153354524,-1.6521055901681967
6.746614925185794e-05,77.39996011175472,-1.6521055901681967
5.4391314125528874e-05,80.99995868996419,-1.6521055901681967
6.642016244175161e-05,84.59995726817367,-1.6521055901681967
7.217308989733639e-05,88.19995584638315,-1.6521055901681967
7.583404373270853e-05,-88.19997448588117,-1.589597820809129
6.851213606196426e-05,-84.59997590767169,-1.589597820809129
7.321907670744272e-05,-80.99997732946221,-1.589597820809129
7.688003054281486e-05,-77.39997875125275,-1.589597820809129
7.426506351754904e-05,-73.79998017304325,-1.589597820809129
7.531105032765537e-05,-70.19998159483379,-1.589597820809129
8.420193821355913e-05,-66.59998301662432,-1.589597820809129
7.008111627712375e-05,-62.999984438414835,-1.589597820809129
7.740302394786801e-05,-59.39998586020536,-1.589597820809129
7.792601735292118e-05,-55.79998728199588,-1.589597820809129
6.328220201143264e-05,-52.19998870378641,-1.589597820809129
6.485118222659213e-05,-48.59999012557694,-1.589597820809129
7.112710308723008e-05,-44.99999154736746,-1.589597820809129
7.008111627712375e-05,-41.39999296915798,-1.589597820809129
7.897200416302751e-05,-37.799994390948505,-1.589597820809129
6.328220201143264e-05,-34.19999581273903,-1.589597820809129
6.955812287207058e-05,-30.599997234529557,-1.589597820809129
6.537417563164528e-05,-26.99999865632008,-1.589597820809129
6.694315584680477e-05,-23.4000000781106,-1.589597820809129
7.844901075797434e-05,-19.80000149990113,-1.589597820809129
8.001799097313382e-05,-16.200002921691656,-1.589597820809129
7.008111627712375e-05,-12.600004343482176,-1.589597820809129
6.38051954164858e-05,-9.000005765272697,-1.589597820809129
6.171322179627314e-05,-5.400007187063224,-1.589597820809129
6.589716903669845e-05,-1.8000086088537515,-1.589597820809129
6.119022839121999e-05,1.7999899693557282,-1.589597820809129
5.5960294340688365e-05,5.399988547565201,-1.589597820809129
6.589716903669845e-05,8.999987125774673,-1.589597820809129
5.805226796090101e-05,12.599985703984153,-1.589597820809129
4.7069406454784603e-05,16.199984282193633,-1.589597820809129
6.014424158111366e-05,19.799982860403105,-1.589597820809129
5.177634710026306e-05,23.399981438612578,-1.589597820809129
6.537417563164528e-05,26.999980016822057,-1.589597820809129
5.8575261365954176e-05,30.59997859503153,-1.589597820809129
6.432818882153896e-05,34.199977173241,-1.589597820809129
5.020736688510358e-05,37.79997575145048,-1.589597820809129
5.282233391036939e-05,41.399974329659955,-1.589597820809129
5.648328774574153e-05,44.999972907869434,-1.589597820809129
6.38051954164858e-05,48.599971486078914,-1.589597820809129
6.223621520132631e-05,52.19997006428838,-1.589597820809129
5.334532731542255e-05,55.79996864249786,-1.589597820809129
5.2299340505316226e-05,59.39996722070734,-1.589597820809129
5.752927455584785e-05,62.999965798916804,-1.589597820809129
5.96212481760605e-05,66.59996437712628,-1.589597820809129
6.38051954164858e-05,70.19996295533576,-1.589597820809129
6.432818882153896e-05,73.79996153354524,-1.589597820809129
7.269608330238956e-05,77.39996011175472,-1.589597820809129
7.06041096821769e-05,80.99995868996419,-1.589597820809129
6.223621520132631e-05,84.59995726817367,-1.589597820809129
6.119022839121999e-05,88.19995584638315,-1.589597820809129
9.15238458843034e-05,-88.19997448588117,-1.527090051450061
6.432818882153896e-05,-84.59997590767169,-1.527090051450061
6.955812287207058e-05,-80.99997732946221,-1.527090051450061
7.269608330238956e-05,-77.39997875125275,-1.527090051450061
8.73398986438781e-05,-73.79998017304325,-1.527090051450061
9.9891740365154e-05,-70.19998159483379,-1.527090051450061
8.210996459334648e-05,-66.59998301662432,-1.527090051450061
7.531105032765537e-05,-62.999984438414835,-1.527090051450061
9.204683928935657e-05,-59.39998586020536,-1.527090051450061
8.995486566914391e-05,-55.79998728199588,-1.527090051450061
7.426506351754904e-05,-52.19998870378641,-1.527090051450061
7.897200416302751e-05,-48.59999012557694,-1.527090051450061
6.746614925185794e-05,-44.99999154736746,-1.527090051450061
7.269608330238956e-05,-41.39999296915798,-1.527090051450061
7.426506351754904e-05,-37.799994390948505,-1.527090051450061
7.426506351754904e-05,-34.19999581273903,-1.527090051450061
7.321907670744272e-05,-30.599997234529557,-1.527090051450061
7.269608330238956e-05,-26.99999865632008,-1.527090051450061
7.949499756808067e-05,-23.4000000781106,-1.527090051450061
6.746614925185794e-05,-19.80000149990113,-1.527090051450061
7.217308989733639e-05,-16.200002921691656,-1.527090051450061
9.518479971967553e-05,-12.600004343482176,-1.527090051450061
7.583404373270853e-05,-9.000005765272697,-1.527090051450061
7.008111627712375e-05,-5.400007187063224,-1.527090051450061
7.008111627712375e-05,-1.8000086088537515,-1.527090051450061
6.223621520132631e-05,1.7999899693557282,-1.527090051450061
6.694315584680477e-05,5.399988547565201,-1.527090051450061
5.8575261365954176e-05,8.999987125774673,-1.527090051450061
7.426506351754904e-05,12.599985703984153,-1.527090051450061
7.008111627712375e-05,16.199984282193633,-1.527090051450061
5.752927455584785e-05,19.799982860403105,-1.527090051450061
6.903512946701742e-05,23.399981438612578,-1.527090051450061
6.642016244175161e-05,26.999980016822057,-1.527090051450061
6.903512946701742e-05,30.59997859503153,-1.527090051450061
6.328220201143264e-05,34.199977173241,-1.527090051450061
6.275920860637947e-05,37.79997575145048,-1.527090051450061
5.1253353695209906e-05,41.399974329659955,-1.527090051450061
7.269608330238956e-05,44.999972907869434,-1.527090051450061
6.223621520132631e-05,48.599971486078914,-1.527090051450061
