a,cf,epsilon,eta,fic,ficfn,foc,g,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.033733863261075865,0.21922906567641362,0.0001719537850312142,5.392210921843622,5.4,0.0,46280403.58403495,10471627.511371136,0.0008724835141993381,5.765651180426347e-06,47.85892868875173,92844.34631205112,0.0,966.1548253669134,13067276376.04115,20.520392259077152,0.040543121544446406,20.57238559553432,20.48311101675576,20.50568016494182,59.87,5.005935519488007,1.1326671343917067
-0.0,0.033748796274629164,0.2443676786035731,0.000167200123751326,5.590079866332508,5.6,0.0,49880208.584776856,11911253.437443051,0.0008402249322121427,5.758774158047855e-06,49.69636663630318,96366.24152062845,0.0,966.1207578530849,14077449978.846878,20.57962116483667,0.0447834332196148,20.633246812644245,20.533662197079064,20.57195448479001,59.84,5.382256941968935,1.2852678110250477
-0.0,0.03372971403075583,0.2715388386002774,0.0001626941652182394,5.791120741483085,5.8,0.0,53639579.246304944,14335908.880558312,0.0008104753816768799,5.751396241100868e-06,51.52053625834245,99960.008844529,0.0,966.0841292815088,15147003393.534021,20.64327373098639,0.05028326711574514,20.708274596803424,20.602493095774218,20.61905350038448,59.87,5.772866929991554,1.542877394841765
-0.0,0.033933491081545364,0.3021739111109723,0.00015823979466878538,5.9891565057625735,6.0,0.0,57877180.923973836,19962216.63650124,0.0007778948256093027,5.74345561937681e-06,53.67837002318566,103521.21195342939,0.0,966.0446145929982,16245491171.790106,20.711908234670428,0.04612684959353347,20.767590590641223,20.663970269343434,20.704163844022315,59.86,6.211489427250298,2.142383156929918
-0.0,0.034248417235975354,0.33669070446919386,0.0001538052032562553,6.18993935850316,6.2,0.0,62627322.47031051,25660491.04223881,0.0007443662321727103,5.7328654109276555e-06,56.09621243335665,107189.341668062,0.0,965.9917650369132,17417160669.97754,20.80365037762377,0.060578845809629946,20.878333260194534,20.74289689526782,20.789720977407914,59.85,6.696153779979458,2.7436362806357235
-0.0,0.03434308290062747,0.3713919128537499,0.00014987052602395855,6.38979966583114,6.4,0.0,67170135.69291112,23894154.210132055,0.0007177630321253873,5.722236321890049e-06,58.17536487569226,110855.79680043393,0.0,965.9385485400653,18629061083.89372,20.895967096928512,0.058850268117153715,20.95888587994321,20.8318130145876,20.89720239625241,59.84,7.154873525653311,2.5451735300572476
-0.0,0.034193714955712995,0.40581601581519366,0.0001463718583945768,6.59098747076511,6.6,0.0,71433448.19694822,21701541.750477906,0.0006975332070250813,5.711101035636044e-06,59.86256405808104,114569.1254572181,0.0,965.8826109850829,19897996353.740383,20.992936936440675,0.06458284009622228,21.06970246501706,20.92459611388569,20.984512230422038,59.85,7.578972075047752,2.3024981022738995
-0.0,0.034054740214689905,0.4420845739595927,0.00014304869253009255,6.790974774473829,6.8,0.0,75841787.55888362,17207537.679041237,0.0006783374154439455,5.69919666844525e-06,61.55657249254026,118292.01472169113,0.0,965.8225976580927,21212165567.703392,21.096896036945196,0.06729965598182165,21.17687185070998,21.02844838447768,21.085367875650686,59.85,8.012681294599473,1.8179755478458512
-0.0,0.03391940086217921,0.480453905441502,0.00014012676098640965,6.99129089390147,7.0,0.0,80026333.34979467,15033267.275292413,0.000661680434225375,5.700487800662786e-06,63.10618257446475,121753.7390816326,0.0,965.829117268358,22471846812.400593,21.08560614172881,0.1050252268837641,21.053146257413637,21.10656102111568,21.097111146655333,59.84,8.458666691567032,1.5889944202631254
-0.0,0.03384704627898502,0.5213321538607212,0.00013828293338034387,7.189313679639234,7.2,0.0,82844520.00356662,11974688.521383677,0.0006510233385081967,5.755233502765969e-06,64.13921562913663,124011.35122157888,0.0,966.1031901505571,23312939149.522823,20.61015378265546,0.19881114725917726,20.444651477492226,20.81577123801269,20.57003863246242,59.86,8.928075567722438,1.2905008564748632
-0.0,0.03376026106150722,0.564604175985742,0.00013651931006259977,7.389282732130862,7.4,0.0,85655934.29998499,10813690.085512329,0.0006410725954093355,5.809964450141797e-06,65.13478596213531,126259.99398901658,0.0,966.3726404915592,24166050549.2325,20.141086670499057,0.19358223080988898,19.992400973631007,20.364559227637425,20.06629981022814,59.87,9.410088125232365,1.1879827999686061
-0.0,0.033684808102372954,0.6104607630342751,0.0001345981420179155,7.589807249039583,7.6,0.0,88888778.15325987,9392669.061069768,0.0006300112888362564,5.851555632361839e-06,66.27837790860647,128764.5645917632,0.0,966.5744266080276,25134304848.9813,19.788728685452224,0.14563337127991427,19.678922843177638,19.967124458340724,19.720138754836267,59.86,9.907625260521419,1.0469155633202976
-0.0,0.03358777278540081,0.657800499720394,0.00013232744901526224,7.788620050125373,7.8,0.0,92925230.11245117,9490243.19323356,0.0006170657085354089,5.864504449510508e-06,67.6688490554512,131845.7556028524,0.0,966.6367336690383,26351567741.352356,19.679738215211064,0.05348700735633004,19.664786149026572,19.74263571204957,19.63179278455883,59.84,10.404093308758831,1.0625464751147837
-0.0,0.033503174459510454,0.708051297528417,0.00012975596012239834,7.98881643561052,8.0,0.0,97835295.7042664,9418251.669435505,0.000602140831645063,5.854969832784964e-06,69.34611322420855,135454.9049166478,0.0,966.5908786794566,27814011025.553783,19.759958712866947,0.047930321354130334,19.802310352136878,19.74463765333342,19.73292813313037,59.86,10.91772714128159,1.0510102835037811
-0.0,0.03339995156695842,0.7602630008505281,0.00012718275365257916,8.188962084516442,8.2,0.0,103097096.13415746,10171158.844110142,0.0005874794822507785,5.837482390472422e-06,71.07673978365956,139264.4383963379,0.0,966.5064322177857,29400493158.133595,19.907564926683527,0.0670787244895046,19.97452828328296,19.850878985322282,19.89728751144553,59.86,11.43528536042151,1.1281608133484402
-0.0,0.033270160647707894,0.8138627948869164,0.00012470389222850507,8.387933010357456,8.4,0.0,108512064.54556574,9083050.161061414,0.0005737495742801299,5.8168840938678e-06,72.7776161587014,143153.34434130153,0.0,966.4063887777301,31065414152.294334,20.082220687039452,0.08617074520755683,20.171492029205275,20.00162168766753,20.073548344245815,59.85,11.949873206618191,1.000269400537107
