a,cf,epsilon,eta,fic,ficfn,foc,g,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.04722304219685664,0.21527967045542973,0.00021750962599705295,4.791143811591891,4.8,0.0,27664009.18356307,6542452.39814001,0.0009537933662994327,7.839812008568335e-06,43.77900682008808,60669.51363439643,0.0,953.6673023051537,5579755612.4616375,20.103045736923622,0.03735658639643942,20.148179636917703,20.079275903149355,20.081681670704732,59.86,5.460947084950907,1.2914970536259387
-0.0,0.047535469013975755,0.24508085083216702,0.00021038016879044522,4.991756431673969,5.0,0.0,30301645.547972053,7389770.857949661,0.0009083366547810911,7.830260166615911e-06,45.969879194450044,63286.94756213642,0.0,953.6231001646704,6071590178.557291,20.16446417762115,0.04028432260246984,20.21441508023307,20.13316565368625,20.14581179894648,59.85,5.966779907866738,1.4551399926168116
-0.0,0.047874097728774934,0.2774040527463265,0.0002037673006203627,5.189915106951804,5.2,0.0,33073587.483017012,8276594.091763329,0.0008663589870004678,7.820183133661317e-06,48.19725646610634,65884.04965112613,0.0,953.5763795007925,6580133768.954673,20.229371687309733,0.049887565649749596,20.287988866704694,20.189870859684895,20.21025533553803,59.83,6.495540504047231,1.6254950324397872
-0.0,0.04798111674712778,0.3114448878387026,0.0001977137067076537,5.390054284282436,5.4,0.0,35870034.33978638,9413575.194516564,0.0008309746329285066,7.807454103723694e-06,50.249579991414905,68536.29993296682,0.0,953.5172334465931,7120581472.401307,20.311526113423486,0.051559420186974965,20.372595711051225,20.26878184697976,20.29320078224215,59.86,7.021402620159398,1.8426662464198649
-0.0,0.04826655647273308,0.3491628878424699,0.0001918582497797229,5.588347978616673,5.6,0.0,38941013.178450674,10608425.115431916,0.000795173790893671,7.792018889279398e-06,52.511949923864094,71198.42716905834,0.0,953.4453178289725,7684488245.246236,20.411394666468503,0.06210099309478522,20.486510275119755,20.35273904764904,20.39493467664475,59.85,7.591851223683971,2.068194395068288
-0.0,0.04877597825167649,0.39215420281120716,0.0001860726112172751,5.788594788708938,5.8,0.0,42402214.69195122,14406940.807574732,0.0007580390417827828,7.775510179851986e-06,55.08440065299818,73906.25741241455,0.0,953.3681627666963,8280118869.651893,20.518511335634912,0.058606882404219164,20.58569160924227,20.46041203630445,20.509430361360437,59.86,8.230981623215845,2.796629041558419
-0.0,0.04961934479386321,0.4418886667698335,0.000180297215983008,5.989310108604951,6.0,0.0,46385905.30564023,20031585.188362755,0.0007185720279505804,7.758116829816027e-06,58.10986882869506,76640.34306011538,0.0,953.2866059551662,8904079544.507963,20.631707878564757,0.06483910176289251,20.701401691981886,20.56322569574278,20.630496247971255,59.84,8.963276977479891,3.8707586961646823
-0.0,0.049908059313381395,0.49051486580900494,0.0001753201595095994,6.189420911975919,6.2,0.0,50077775.142671496,17607134.9677657,0.0006895741683120079,7.738554890477277e-06,60.553495486049684,79401.20727120964,0.0,953.1945511810927,9557149124.148474,20.759436695473056,0.07350327002293676,20.841772211719945,20.68345781303628,20.753080061665226,59.86,9.626999955414087,3.3848126652339086
-0.0,0.04947777459105831,0.5350229249843701,0.00017120684208786954,6.389647971957834,6.4,0.0,53196961.262257956,13614187.014153775,0.0006719552432441119,7.717659601580951e-06,62.14123144063066,82191.7576549052,0.0,953.0958342472679,10240724592.383724,20.896364517151817,0.07555793933498947,20.973031012431345,20.811237862098157,20.904824676927888,59.9,10.170429493937121,2.602820271295488
-0.0,0.04894282884065223,0.580674732295508,0.00016736646813501256,6.590284163047089,6.6,0.0,56310178.2895689,10724238.97666532,0.0006566755606140427,7.69488696839979e-06,63.587148346334686,85023.4751122938,0.0,952.9877890018131,10958518729.782969,21.04617839841591,0.08109695311672183,21.122572430152932,20.956966059998702,21.0589967050977,59.85,10.700975898701763,2.037994307726636
-0.0,0.048543785630474685,0.6298374755620941,0.00016354223969208928,6.789760775142029,6.8,0.0,59727057.78103139,8563706.61456856,0.0006402306435931556,7.66624605145795e-06,65.22044314191278,87924.25037149315,0.0,952.851216624216,11719025506.628897,21.235468807478004,0.09851630647837903,21.337659581491046,21.13215075526122,21.23659608568166,59.85,11.264356333353604,1.6150911567492834
-0.0,0.04832461961545834,0.6832429075921101,0.00015981332203091547,6.987016199064859,7.0,0.0,63420250.624805,6783495.095152127,0.0006227168815583348,7.638516417635009e-06,67.05475236785595,90807.07547631368,0.0,952.7182564804391,12500101200.664076,21.419668755553023,0.14056751179999546,21.53543303403551,21.304562841497575,21.419010391125124,59.87,11.872854135028037,1.2699326634152137
-0.0,0.048198325778458416,0.7416211024426618,0.0001566362153601354,7.1868662548004565,7.2,0.0,66850488.48106619,6182342.716570235,0.0006073241759201201,7.642760807945141e-06,68.75426328108124,93352.56391593041,0.0,952.738654814986,13210724979.718182,21.3914147169695,0.04515109979917862,21.417928773952557,21.38342365825963,21.372891718696334,59.88,12.529206431567408,1.1587027991357894
-0.0,0.047943754117352425,0.801123986902761,0.000153985265341993,7.3871812259895995,7.4,0.0,69840282.55642529,5758069.635280503,0.000595757921828809,7.665470196423345e-06,70.08908276032334,95670.25011509785,0.0,952.8475063348146,13874839552.31067,21.24061007710619,0.05473373393620393,21.216410121424232,21.299703877402834,21.20571623249652,59.86,13.168965090348104,1.0857318332516677
-0.0,0.04779086287499443,0.8654260517800859,0.00015130677667631,7.587835115268909,7.6,0.0,73108133.44253027,5350566.14091337,0.0005832215390259233,7.683418592264726e-06,71.59565189913475,98039.33260767443,0.0,952.9331947202031,14570513019.63295,21.121857027819786,0.052738681093778474,21.114288625092957,21.17952674302282,21.071755715342725,59.85,13.851021321819875,1.0137149207872522
-0.0,0.04755261508874355,0.9303794499380199,0.00014878403141674174,7.786066143310538,7.8,0.0,76333356.62687565,5597873.056830473,0.0005721955233502147,7.696532941191565e-06,72.97527607992245,100429.17881410272,0.0,952.9956144782568,15289524321.651976,21.03532956667322,0.03926779852779421,21.046349779794472,21.0719645733719,20.98767434685861,59.86,14.512431581714244,1.0642627722697482
-0.0,0.04718746506288306,0.9960544755764845,0.00014634649867352153,7.985614395457664,8.0,0.0,79566282.82834786,6117601.295926789,0.0005626145768350008,7.702011197133808e-06,74.2179957779934,102929.8038284871,0.0,953.0216417180302,16060403086.945986,20.999244681224457,0.022975157427417972,21.010960269140373,21.016721363614455,20.970052410924577,59.87,15.149028460861533,1.164761163269764
-0.0,0.046784794965567866,1.0638137146438553,0.0001439054946075689,8.186089193252068,8.2,0.0,82979024.19628273,7939422.554614235,0.0005532893509517534,7.698244439837357e-06,75.46887757075004,105565.43232154846,0.0,953.0037488156127,16893421269.972815,21.024052239947085,0.029179146025054364,21.05094904336034,21.026914205047245,20.994293471433405,59.86,15.783051892548238,1.5101204116347842
-0.0,0.04629427055133145,1.1308538188663002,0.0001415555347017519,8.383961242900048,8.4,0.0,86399365.5721629,9643332.894499464,0.0005450921642158896,7.686075197223249e-06,76.60379111896326,108288.31305721054,0.0,952.9458521793912,17776134490.33024,21.104312499204124,0.04280825265675038,21.143415404532,21.08090872904373,21.0886133640362,59.85,16.380708945838894,1.8283077470134184
-0.0,0.045845157312883716,1.202142998824963,0.0001391249049618413,8.584409151636562,8.6,0.0,90189897.05394715,9556880.984111045,0.0005361214199917929,7.665230483469055e-06,77.88557727989462,111178.84196509268,0.0,952.8463598667138,18737793272.103603,21.242198700700516,0.05937580613847079,21.302375059242433,21.1964508393066,21.227770203553142,59.87,17.004969783235527,1.8019143791635315
-0.0,0.04541509863464411,1.276256815412657,0.00013676030328828065,8.784872411489692,8.8,0.0,94112293.48473907,8647709.912953166,0.0005273094190974839,7.64292207662101e-06,79.18714283474264,114107.18246056128,0.0,952.7394295285334,19737862295.507973,21.390341611508088,0.05483858761453044,21.44115603975774,21.34301917855089,21.386849616212217,59.87,17.63940849511693,1.6208348777153987
-0.0,0.044985635248562396,1.3529613332281247,0.0001345739813259467,8.985867902471702,9.0,0.0,97934287.24903998,7005394.302443889,0.0005193791678283907,7.6274012978970815e-06,80.3962285641275,116955.42968790744,0.0,952.6647569051722,20735519890.114693,21.49376264155082,0.036390591079338834,21.53333391202109,21.456245950023703,21.491708062610726,59.87,18.27985375368563,1.3075868210480266
-0.0,0.044559078287345164,1.4327698205427946,0.0001326234886928078,9.188323195187131,9.2,0.0,101499512.33300157,6463268.724404701,0.000512611991333034,7.624641096990487e-06,81.45756828589188,119633.77655407162,0.0,952.651453264853,21696105107.440353,21.512185371527085,0.022163701788508613,21.53905263051084,21.498798922781244,21.498704561288356,59.83,18.931344529642796,1.2055069447815114
