a,cf,epsilon,eta,fic,ficfn,foc,g,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.03673057708401049,5.335791758874516,0.00010356964796248161,15.18960781693671,15.2,0.0,184018859.31374395,11160761.086813862,0.0004193182797702981,8.499165590181643e-06,99.58098252013143,177421.89987752482,0.0,945.547206623686,47718699802.985466,22.316865733394582,0.08907193004057727,22.336228139231423,22.250365673426145,22.364003387526683,59.86,42.32946600177464,2.567286085459023
-0.0,0.03643247720398793,5.503661027995956,0.00010230128052104877,15.389004008685488,15.4,0.0,189650124.21829408,13786452.050450929,0.00041473235881114406,8.447443954498734e-06,100.68210353268346,180851.51408225723,0.0,945.2968475792674,49581361578.511604,22.632138220758026,0.10285077024045747,22.646880883154452,22.547724867711963,22.70180891140763,59.86,43.084061515029106,3.1319586563093433
-0.0,0.036347021575922955,5.707751871548789,0.00010089903506762624,15.589120220404132,15.6,0.0,196606252.6869925,13326801.80397723,0.0004078080189200198,8.394684507999601e-06,102.39162633132757,184354.68661535604,0.0,945.0392290992734,51520790290.0754,22.95648779241005,0.10887934300913987,22.990410496264648,22.865487514722744,23.013565366241693,59.88,44.09614036332924,2.989022550966551
-0.0,0.03614731437894605,5.898090169169631,9.955726230298227e-05,15.789485470941854,15.8,0.0,203377969.84479415,14257427.05663782,0.0004020674045424352,8.336832257800082e-06,103.85354748091893,188019.9227725613,0.0,944.754107381848,53589769724.41421,23.315390259044094,0.11692656289128742,23.35249245664577,23.214746443441697,23.37893187704316,59.87,44.97482490220755,3.1528748463642637
-0.0,0.035881918852533244,6.081339408537305,9.828181628651392e-05,15.99057381429524,16.0,0.0,209976088.0162947,15427047.818778185,0.00039716053630302686,8.278734964758884e-06,105.13664493674267,191750.72932790424,0.0,944.464958623279,55737591704.2814,23.679283917917175,0.1201080323705443,23.72390592974606,23.575304038096494,23.738641785907596,59.87,45.774995092989016,3.363111699409683
-0.0,0.03568976894929652,6.279634932165062,9.695196441657695e-05,16.19147477447385,16.2,0.0,217355196.56529206,16429394.312573252,0.0003914100353652585,8.217132368002794e-06,106.6812869251331,195615.41705850163,0.0,944.155225019568,58006987377.393524,24.068998932976964,0.1269510817677967,24.105235180661488,23.962455711532463,24.139305906735583,59.85,46.66579326708562,3.527363185281224
-0.0,0.035510400348201965,6.480717196115646,9.559934917581044e-05,16.3899899782863,16.4,0.0,225274367.1242468,17879986.574114636,0.00038543856433834325,8.149812258570052e-06,108.33406449574551,199649.41363010454,0.0,943.8129822220099,60424105362.04203,24.499519014410538,0.13537644645138014,24.54075201497844,24.385466381748138,24.57233864650448,59.86,47.55953412378017,3.7747917903830115
-0.0,0.035326696227579835,6.67990743357692,9.431057915053826e-05,16.584867045264808,16.6,0.0,233173751.6493075,19364698.329990026,0.0003798372004436814,8.084826365697846e-06,109.93163976409632,203647.11052334085,0.0,943.478808428051,62868146393.02859,24.91979174725568,0.1393813623258154,24.958288983026122,24.795130718950052,25.00595553979151,59.86,48.42814818646428,4.021878421896201
-0.0,0.03527732175246945,6.911724088154995,9.294124946767574e-05,16.78236322645281,16.8,0.0,242334697.81787246,20019121.953788415,0.0003728492163631535,8.019367938789483e-06,111.99199154949369,207754.25717027753,0.0,943.1383594184604,65429562238.66572,25.34786106230093,0.14105724918821752,25.393922447787965,25.22652396603503,25.423136773078262,59.87,49.50122519919441,4.089266097871752
-0.0,0.03519085572830485,7.1480193817060815,9.155761239506155e-05,16.98536245197934,17.0,0.0,252017753.74353793,19572702.18806689,0.0003660651257111634,7.949159029938396e-06,114.06747967880584,212124.38126053335,0.0,942.7688276659513,68211143168.1561,25.812392696345743,0.14686336573830266,25.85632606881437,25.67997187372269,25.90088014650212,59.86,50.56189934127331,3.92683841979181
-0.0,0.035026796039046244,7.367630111838622,9.027284815783285e-05,17.18430561122235,17.2,0.0,261288824.64990205,18505406.774282746,0.0003603530598149719,7.879865378090642e-06,115.87559797499118,216496.13379505745,0.0,942.3995809099555,71051694718.59421,26.276460346476664,0.1542051976227114,26.321104373947346,26.14587775015954,26.362398915322938,59.87,51.49181183397859,3.646833823870376
-0.0,0.03486349767274301,7.593124042557984,8.899412273549032e-05,17.38492016034734,17.4,0.0,270998278.5655421,17369209.823263165,0.00035466643916135513,7.809476696771406e-06,117.73351430407185,220997.68405963335,0.0,942.019790743358,74037133535.73604,26.753672698567392,0.15206836434758647,26.803145400947525,26.618127537625767,26.83974515713021,59.86,52.434252821872285,3.3606912339439923
-0.0,0.03472573242241122,7.827353429486714,8.7716183051699e-05,17.585067134268616,17.6,0.0,281283519.9842762,15031320.196879778,0.0003488116544748233,7.738283115725877e-06,119.70966495097865,225598.58484168863,0.0,941.6307261622987,77151947472.6217,27.242431035326494,0.16012299890257106,27.283014899523707,27.109078257112465,27.335199949342066,59.87,53.41445450961186,2.854378987153342
-0.0,0.03455641261961672,8.059398004858119,8.64553642715663e-05,17.78610444518716,17.8,0.0,291879849.9098073,14176377.063944196,0.00034325941326994013,7.664611171201797e-06,121.64597582453041,230370.92482411372,0.0,941.2227794884632,80450636143.92906,27.75479762134958,0.16555721961975764,27.79965738230527,27.614679275318917,27.85005620642469,59.83,54.35274187588038,2.6398703560037053
-0.0,0.034359011192119364,8.28643390064643,8.523661724132433e-05,17.985886921663663,18.0,0.0,302563652.5867001,14028055.116112204,0.0003381116482170092,7.59085736661755e-06,123.49804127829817,235222.0241745523,0.0,940.8088163970153,83874533327.09091,28.274608071695077,0.16305114323708325,28.31430381657978,28.135908206493994,28.37361219201365,59.86,55.23882768078554,2.5610918979550545
-0.0,0.034199694760719844,8.527735720809783,8.398455550994773e-05,18.186956238516707,18.2,0.0,314254871.7483455,13366643.416055253,0.0003325345034738646,7.514103077218314e-06,125.56930439388054,240281.22022342746,0.0,940.3719614145516,87521309802.05157,28.823046123908,0.19575203539798017,28.924917708525978,28.649393321649182,28.894827341549203,59.86,56.19279643939203,2.390127059534713
-0.0,0.03400143254523238,8.762376075537299,8.28152663436422e-05,18.38785535326542,18.4,0.0,325595015.535031,13687796.717839163,0.00032764334947841276,7.441968604845572e-06,127.44383902389812,245290.2017986323,0.0,939.955641079089,91208340078.42451,29.34559715693889,0.17994570686518874,29.406156522518366,29.185577582755933,29.445057365542034,59.86,57.082821518928554,2.3997236436431884
-0.0,0.03384928291316874,9.010460137232295,8.16322879902806e-05,18.58754443701968,18.6,0.0,337824381.7122522,13846485.782682791,0.0003223803829241798,7.368825666412142e-06,129.52440191746467,250415.2037199007,0.0,939.5276652248467,95059502526.84639,29.88267363280012,0.17589447917029516,29.9342610748399,29.727605827723934,29.98615399583697,59.85,58.04192202777663,2.3789776335378323
-0.0,0.03367694247355708,9.257389212189505,8.047060111535124e-05,18.787751628528362,18.8,0.0,350389686.2558452,14970885.225431923,0.0003173561024814438,7.29478509059326e-06,131.57499087517675,255681.47541517124,0.0,939.0883093245186,99099777281.32469,30.43392650290239,0.1924458580205813,30.473367667373875,30.271253225986786,30.557158615347728,59.86,58.969495178293336,2.5195534536118593
