fic,a0,a5,a10,a20,a30,a40,a50,a60,a65,a70,a75,a80,a90,a100
15.49874166320747,29.137656105085696,30.647875321504284,31.524493119483388,32.59200278984837,33.14795287197231,33.96329138242219,34.753878026353334,35.118327481716534,35.17569112310251,23.821723056547384,24.15909487185102,24.057995158109044,24.554633940832638,24.134340206626852
15.700981566181479,29.748860584221852,31.38811795740879,32.448548667424646,33.31920614334078,33.92390741400407,34.62335748268343,35.4601189812123,35.816203875215635,35.881278011507725,24.42769467372519,24.735287375312147,24.661617056077066,25.155487564661676,24.75257876613439
15.901171179883944,30.570710229207485,32.52204458816,33.279877269428134,34.09094647276301,34.51091471185258,35.31244168677335,36.19877465888146,36.75874475799018,36.74660886762898,24.971290153027677,25.2583862616607,25.222110463912994,25.699774294193748,25.309745705139203
16.1014773499433,31.462525892690785,33.12879139346238,33.918282702138676,34.636116916404205,35.21684461278737,35.99158121432182,37.02719658132002,37.39201023522373,37.46819894014427,25.532214397815732,25.812648720030367,25.770564924447566,26.20654417912371,25.934601314297154
16.30162601291028,32.42141685382812,33.84868495639768,34.65531559054296,35.39725792183918,35.9188795827281,36.81751971991679,37.7203613070142,38.26069056765577,38.39806840889824,26.080522376690617,26.363639309095422,26.291970428115786,26.784076795183516,26.33824758507245
16.50152416153323,33.07184264369656,34.51499003726298,35.30769275500165,36.1020696188791,36.670183608392165,37.60314840070963,38.60997017341135,39.09295508876648,39.09974797131218,26.505754184195872,26.84711374647322,26.719024957220658,27.222993873353754,26.853836193362163
16.700353997194895,33.58829686391385,35.20044806549352,36.040612060118335,36.82501109110467,37.52202090379602,38.387984975205704,39.50939440777754,39.897323873896504,40.051947953185966,26.950293511080915,27.444362493097177,27.491694249609193,28.37595173523548,27.57471089424367
16.900835540838994,34.24087994564544,35.95556682332078,36.80022493564548,37.566757077629404,38.204193517174104,39.182034364166846,40.214662291705714,40.73932534821416,40.87883715596786,27.76527886294814,28.486234875182593,28.28938784193406,28.914667848260166,28.424316129592782
17.102368903709817,34.98547436933155,36.717543751861086,37.50008962764405,38.48674612955916,38.91834464643508,39.828100126917455,41.01951862447201,41.617245923942505,41.7417357727135,28.74967101345026,29.171791602860537,29.188030876230766,29.829172434855035,29.219627673819957
17.300451885199838,35.64845942420591,37.48943993508541,38.33134288164197,39.19722807137378,39.766072523797924,40.73039164229746,41.95289444732078,42.57066992759307,42.661011520030485,29.334908361357726,29.708159350881907,29.878987768748143,30.36139608028999,29.727111874218465
17.49882801293771,36.360112576915604,38.38277254121994,39.12999576113826,40.00607490335713,40.5919386442291,41.53636169757789,42.849863739943636,43.54464734788743,43.53972276040138,30.073432883017418,30.375798916166254,30.40919808290948,30.947743423837185,30.45826817140805
17.699435911526233,37.10205955019457,39.24456526011487,39.98891659152372,40.79877337131936,41.402796031341516,42.32697018442474,43.68943357425349,44.4057635781785,44.4210049660593,30.434035152863448,30.92970487142359,31.040340957164588,31.45151582334231,30.857562896501804
17.89943486750352,37.90642254938027,40.00959994673782,40.75416837801032,41.63140169542094,42.13134230175077,43.11828131430106,44.54672737627039,45.252718095182686,45.234583722107146,31.16759140955997,31.481236240113315,31.815267551676612,32.132258080802146,31.564209336871688
18.100586843544704,38.69862218848998,40.80069002800347,41.579293387703785,42.37127818118877,42.9357047110988,43.86915835729076,45.25564214700814,46.04877714742855,46.10419383183424,31.76696011293481,32.173331581495226,32.45846208623365,32.84775566480859,32.13135162200354
18.302201698218358,39.3902873733664,41.60556054950458,42.405530356000845,43.16658705184029,43.71188089792553,44.70617566953208,46.07328390682418,46.81312241376175,46.83621573749166,32.309447322937615,32.68858281117331,33.136396909372955,33.489443384603014,32.870434182607056
18.50124664804473,40.24228633848717,42.34256213869602,43.093013822181234,43.88172229446098,44.380641999912484,45.405306737788,46.89176994611401,47.78083693235231,47.85565617037821,32.91984334060266,33.38839631094628,33.72135974223623,34.1736533629651,33.508725742024005
18.699755478018115,40.98547161914054,43.16335215106739,43.89793032516884,44.68786832173673,45.19049379386124,46.1947434734011,47.701813221096906,48.53510085601333,48.6442020444044,33.48870577563913,33.94309266672812,34.26968811034931,34.776848488715736,34.11575276007859
18.89830562854379,41.84506249525066,44.01095066506669,44.747987833584375,45.444989410416795,45.93689945204814,47.05744193490478,48.65363222500231,49.50197871567972,49.80289217942921,34.13272438592211,34.68445839313001,34.91040491570119,35.50513487511451,34.85276037494788
19.100902030735377,42.782551553859285,44.762614875490364,45.54111438604181,46.27063119708096,46.71642690875073,47.78784520372771,49.52062540454256,50.429432356188606,50.51981344648836,34.795116388019395,35.317434881280846,35.64614635005189,36.12695211710492,35.443163311814835
19.30130501392765,43.61026410756329,45.65171624944439,46.33815833770043,47.030565022110586,47.531892645013976,48.67706944024711,50.22606141199748,51.35173400696796,51.47850309726079,35.48195061869629,35.96345725585328,36.282444008627635,36.84284861668381,36.06338754450814
19.50046387043187,44.473250107893,46.42281590258706,47.11467422675198,47.827098830018116,48.35611127849286,49.49283555718926,51.272553578418865,52.2198247976718,52.35870526914562,36.17963578220208,36.62992824582529,37.05335939258494,37.53206170776748,36.732326677460655
19.700238455079703,45.24866082520844,47.255882844598176,47.95817865589423,48.68922148634265,49.111382456077074,50.278539773134185,52.06714865835686,53.09961278824269,53.212437601336354,36.86881612928349,37.28805023459752,37.75624000062453,38.1962922929035,37.433110848347894
19.90240161795405,46.22404382809901,48.295905304596715,49.02922301415294,49.8036193784401,50.26530547977302,51.65333335218734,53.381169632451225,54.40416153756458,54.7356364465093,37.597502752311534,38.09310789065072,38.54084735665907,38.99011887277278,38.17572987012878
