alpha,nueff
0.3656762543541001,1.74688703449668
0.3670337937335304,1.7490422916350865
0.3683827594821284,1.7427627969430244
0.3697118252544583,1.741192884218299
0.3710342996526066,1.746171898195711
0.3723818598700073,1.749032933863479
0.3737441670529108,1.7495777954462686
0.3750951933370466,1.7529066491530354
0.3765015660610973,1.7592236089474245
0.37802660485963635,1.7669962180469745
0.3795603364693001,1.7763976376076667
0.38100328279275214,1.7848416865911425
0.3823376259326893,1.785994549409636
0.38362724826106465,1.7836072770599936
0.38498455029135453,1.7879031180340084
0.38647838098698395,1.8012184187521996
0.388102517279413,1.8187945440766091
0.38964753639983046,1.8253538612942022
0.3910153685518844,1.8195954522985325
0.39230398346461,1.819295631608308
0.39362109296197184,1.8286688486260725
0.3950590888764094,1.841607310395374
0.39657710401418933,1.8536848117522322
0.3980806325350159,1.8629486860539841
0.3995418924970887,1.8723575481783545
0.4009731196274349,1.8813890721467632
0.40241983743395954,1.8842925695876702
0.40389937399876685,1.8907261387206167
0.4054070171466845,1.9142910360183438
0.40693613713824656,1.932371767948181
0.4084797752938932,1.9327352266990823
0.41003034525942905,1.9401948663758406
0.4115704706596539,1.9536292773028714
0.4130815710886837,1.958107720027233
0.41456346836115715,1.9589708052273784
0.41604204494906805,1.9634200738863066
0.417563008734385,1.9750962391495441
0.4190660411033926,1.9985501252178146
0.4204357484315272,2.0326613532031685
0.4215891358902658,2.053032886260179
0.4224795092494361,2.0395734731484416
0.42315001913274186,2.003770841383828
0.4236611337190495,1.9632027910763021
0.4240734120194987,1.934718965158346
0.4244695098613586,1.9279503383765804
0.4249828577632112,1.9374537679949628
0.4257539907619596,1.9559379168401603
0.4269205472553702,1.9761410272292173
0.4284253068199547,1.9906681732514666
0.42991865292056786,1.992986682610994
0.43132475650859575,1.990501016520194
0.43276545778583303,1.9984246454417198
0.4342545199791035,2.0192467373234564
0.43575492757606943,2.043631663219001
0.4372083400612898,2.045637980844558
0.4386288635267669,2.029402941423257
0.44009916838352137,2.0286090392525016
0.44162639653186375,2.0445655385076456
0.44316939386936766,2.0626711527402697
0.44466771413063666,2.0736560683179794
0.446126584657382,2.075906437428037
0.44762147090731597,2.075673207604897
0.44915268227310745,2.0814444402821275
0.4506803486481051,2.096931054842748
0.4521700441213033,2.108918407605091
0.45365956234645455,2.111141553639862
0.4552481562844004,2.1094124714563103
0.45688688318590126,2.1128397988443144
0.45848192586984743,2.1275743063550125
0.46452260091629705,2.1651704410263792
0.46608593313781627,2.166030459064996
0.46764762826290923,2.18382404426164
0.4692067956916802,2.2057270472405843
0.4707735239629528,2.2139291194140913
0.4723512055361064,2.211526123847824
0.4739409590507288,2.20517300175265
0.4755415554320816,2.201936617513099
0.4771459134949939,2.2109614108566307
0.4787477965494455,2.2335598291329175
0.48034723103512944,2.2576393203969274
0.4819638892470884,2.2557619993655034
0.4835976712430577,2.227857442038873
0.48520703525382913,2.2246975659147363
0.4868085456590153,2.241006230489378
0.4884290814287967,2.2525317561513383
0.4900476972973171,2.261685012601052
0.4916643497215609,2.2550177750876386
0.4932921925028038,2.2191840701682466
0.4949279837074488,2.1789812914240514
0.4965682422021347,2.147571826524516
0.4982183361948735,2.1245528361866524
0.49990294610116076,2.1046939847317208
0.5015826973870171,1.893304184514164
0.503184495570454,1.353118655245987
0.5047371194061737,0.8372472660718017
0.5063463513514628,0.5555712419037289
0.508086093441023,0.5059741351164455
0.5095677204979284,0.5258327801414086
0.5105720602859437,0.5197980863679705
0.5112745024696695,0.5000950005886511
0.5118659170239533,0.4843652794909945
0.5124248060456857,0.4778111214364242
0.5129489563943908,0.47773402818694277
0.5134343870230931,0.48152374470183035
0.5138771168848169,0.48662065489566725
0.5142777292190264,0.49057345822649107
0.514683517805473,0.49256145140668695
0.5151691479667223,0.49275698212788144
0.5158096316879587,0.49136124253104263
0.5166797180687416,0.4885900365059483
0.517784320468244,0.4856798762941878
0.5189649670850499,0.4862236128105487
0.5200787071563435,0.4925575564951312
0.5211527890225326,0.4998750415455405
0.5222553286537778,0.50201387223015
0.5233910376059479,0.5019013855897291
0.524526102497923,0.5078765534151017
0.5256514680738243,0.5183536507755534
0.526785800492474,0.5203362414187204
0.5279442071269943,0.5082163171209009
0.5291321391698318,0.4922898223324298
0.5303479282689654,0.4825169468451158
0.5315725537794972,0.48425568841188094
0.5327908264760974,0.499136369034823
0.534010816800219,0.5175322635355295
0.5352403916707023,0.5293296063629179
0.5364676759638944,0.5352388115254099
0.5376847885790149,0.5385562693689618
0.5389219631429807,0.5408608410985226
0.5402074498100866,0.5430141817746165
0.5415102536922063,0.5446882563814028
0.5427878276246066,0.5449979903463005
0.5440220869126131,0.5423127143080397
0.5452143902775716,0.5358716353095897
0.5464171060550984,0.5287345478125928
0.5476802575816712,0.5242746894822952
0.5489832631209586,0.5235004483506981
0.5502889404517294,0.5260500998587121
0.5515807979440407,0.5286397283918337
0.5528519020913882,0.5287511394234076
0.554109178046061,0.5290768012902564
0.5553655914530706,0.5317346206905935
0.556643892266777,0.5336924260865555
0.5579566274008072,0.5335874245350596
0.5592816260719694,0.537803828865509
0.5605993443048801,0.5492685751107044
0.5619092556062987,0.5600819405584933
0.5632125684160285,0.5614817751676862
0.5645098049198484,0.5468205673355319
0.5658223057576988,0.5241890816761396
0.5671965921223354,0.517602499402655
0.5686237723060419,0.5287769136288631
0.5700399008509276,0.5383033136700112
0.5713995881046668,0.5361645111709046
0.5726830772076904,0.5218927061031443
0.5739431435723552,0.5118780803358872
0.5752433732664876,0.5206784586490452
