a,cf,epsilon,eta,fic,ficfn,foc,g,grei,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.027672837206250387,0.24621354786946748,6.25744512685491e-05,5.98745515283123,6.0,0.0,641847982.3697352,0.057574431176588815,213461576.94822592,0.0002586699053542862,1.557041e-06,161.42630210880742,381750.11823704134,0.0,985.585274306949,220918716525.22678,19.81914458626044,0.036728749494571646,19.867350798277133,19.78715544387818,19.802927516628493,59.86,5.165009701151519,1.7177449272179435
-0.0,0.027992599215840207,0.27493921719964126,6.087176065430745e-05,6.188052781025563,6.2,0.0,693497963.4485339,0.058624822532920784,278584643.3786676,0.0002474255990096443,1.557041e-06,168.76235302778852,394539.8872334815,0.0,985.5692069133162,235969560243.1022,19.864839101019612,0.04330275444488439,19.91824207594864,19.822344663938654,19.853930563170948,59.86,5.5805508678327165,2.2417596810824185
-0.0,0.028081198054964108,0.3034984382359914,5.9386252606008156e-05,6.388562238930597,6.4,0.0,741507995.0637052,0.05918665167049437,295140018.00186956,0.00023890382501786457,1.557041e-06,174.78215882502184,407324.03463986283,0.0,985.552309213677,251509402081.5225,19.91284336492572,0.04374625948596319,19.96440271542464,19.867272986904506,19.906854392449173,59.84,5.966783403212752,2.3749394109852804
-0.0,0.028079311376609795,0.33289349035794713,5.8029484256054435e-05,6.588640387506231,6.6,0.0,788627661.7064451,0.05954881542022329,292446202.96484494,0.00023166456445365165,1.557041e-06,180.24390733495903,420080.6824853635,0.0,985.5298546510311,267509723620.33215,19.976552550054983,0.04539148916291615,20.02560729380153,19.932180696453383,19.97186965991275,59.86,6.345802424301866,2.3532091427487702
-0.0,0.027953150478670263,0.36254231006899534,5.680484275733361e-05,6.7888909485638536,6.8,0.0,833532182.8877832,0.059637309450571774,221430387.40336105,0.00022584593125099504,1.557041e-06,184.88766238507856,432848.3230621172,0.0,985.5056222951437,284017846121.47955,20.045202081056207,0.049170039444215524,20.105213777253425,19.995323345073697,20.035069120843286,59.87,6.706967998239105,1.7817266719166058
-0.0,0.027819104919334935,0.3933297962511389,5.565905451126014e-05,6.987053774215169,7.0,0.0,878668928.2290722,0.059693835241932294,191211685.3064852,0.0002204979863579516,1.557041e-06,189.37191662327317,445482.8531239925,0.0,985.4776200014595,300840385061.33435,20.12439851678642,0.055024765563807934,20.191875672182146,20.067650311237003,20.113669566941912,59.87,7.069957289393157,1.5385299342203476
-0.0,0.02767442444068099,0.4257236495632788,5.456863524758516e-05,7.186309440267326,7.2,0.0,924664895.7536463,0.05971828033486692,151824842.94873026,0.00021550500189431872,1.557041e-06,193.759429809682,458187.06086053693,0.0,985.4489003720537,318243683234.3944,20.20547638362431,0.055137648873320684,20.266533294763597,20.150175834676126,20.199720021427822,59.84,7.439833813604657,1.2215794127174402
-0.0,0.027530844107884693,0.45973575124407734,5.353008918520084e-05,7.385599799565649,7.4,0.0,971594425.6226835,0.05973435717705725,124932033.00288343,0.0002107834786655062,1.557041e-06,198.09961650002336,470893.4805803843,0.0,985.415451894495,336139466532.6824,20.29971752067436,0.05646981316434968,20.366992784100205,20.241589516539047,20.29057026138481,59.86,7.817162456958863,1.0051663248641889
-0.0,0.027364541242556037,0.49517714493523435,5.254542251814337e-05,7.586014364456286,7.6,0.0,1018848096.3298229,0.059692314279103896,111196138.7729178,0.00020646195407169194,1.557041e-06,202.24610619387153,483671.57776700775,0.0,985.3767132031929,354629847997.7473,20.40861494889938,0.05980658639680823,20.482092901106437,20.3476412110616,20.39611073453056,59.86,8.197029313014943,0.8946161967609187
-0.0,0.027234857371342017,0.532962867451106,5.158825031407789e-05,7.786580952380973,7.8,0.0,1068347791.2727097,0.05972029974176305,104262641.95152117,0.0002021016957981915,1.557041e-06,206.6094800603414,496459.36768781306,0.0,985.3375351164408,373629854311.40356,20.51847837368755,0.06664218394204827,20.58882531699294,20.446498486857166,20.520111317213303,59.84,8.59493187266018,0.8388001657862117
-0.0,0.027153304535624874,0.5731251751268732,5.0659705991305866e-05,7.985432676244603,8.0,0.0,1120246358.167398,0.05984252280157139,113693123.97813387,0.00019766087924409257,1.557041e-06,211.25134345179526,509137.8207465696,0.0,985.2978226449327,392956855279.61194,20.629566751353565,0.06712736985478113,20.70660740384187,20.560698265551466,20.62139458466955,59.85,9.012096199944208,0.9146321816562614
-0.0,0.027159886420144726,0.6172163958357665,4.972968094112125e-05,8.184510101853327,8.2,0.0,1177083502.1408794,0.06015254410954827,127869130.59038125,0.00019280630305859632,1.557041e-06,216.5703383435935,521830.66417079454,0.0,985.2794446730214,412793968107.49225,20.680883291042036,0.032420125606024607,20.713051524494773,20.64677677858779,20.68282157004391,59.88,9.469159901281865,1.0286553518046837
-0.0,0.02704196651665136,0.6604621437670126,4.889484277430986e-05,8.383513612827784,8.4,0.0,1229658067.9171581,0.0601798358053519,111906395.61840928,0.00018905036548903226,1.557041e-06,220.87302597994773,534518.7949216632,0.0,985.2695638916547,433111895808.73865,20.708449199422535,0.041461488803502616,20.760072100429806,20.67270812148276,20.69256737635007,59.86,9.892001781351091,0.9002325879721392
-0.0,0.02692025805014912,0.7055649898665078,4.8093986891796164e-05,8.583059482038417,8.6,0.0,1283090851.016882,0.0601914985816061,117067671.65561682,0.00018549001016719346,1.557041e-06,225.11253436527545,547241.5055258257,0.0,985.2362274573013,453975284002.79474,20.801329409331583,0.06155883649846985,20.877564656248516,20.742111290742756,20.78431228100176,59.84,10.321493325578615,0.9417206822703658
-0.0,0.026814273701524866,0.7531547507674543,4.731555966526041e-05,8.783391645781084,8.8,0.0,1338395535.8246245,0.0602318219956753,117647886.40450539,0.00018197577588776134,1.557041e-06,229.45980630923037,560014.3489531843,0.0,985.1947846116706,475414540724.59485,20.91653149168966,0.06516383172649776,20.98415758099581,20.850119145407238,20.915317748667302,59.84,10.765924718948453,0.9463482613859135
-0.0,0.026746736204395136,0.8039896538192529,4.654922142204169e-05,8.984268915984694,9.0,0.0,1396787130.4669328,0.06035244319194493,117982851.24089399,0.0001783562484441176,1.557041e-06,234.1164195391821,572821.9474560476,0.0,985.162409834147,497408783328.1216,21.006324666825815,0.039126166878433996,21.044057221448963,20.959565376389108,21.015351402641574,59.86,11.235251862416382,0.9490114994790403
-0.0,0.026645690908192892,0.8556879538730171,4.582961214966131e-05,9.184432603975235,9.2,0.0,1454204868.0024257,0.06038999102401452,125786625.33617148,0.00017513080685076641,1.557041e-06,238.4282185358692,585584.0491514597,0.0,985.1514079222625,519819572446.29474,21.03679906387172,0.04776328895034293,21.088467701262708,20.998288888267513,21.02364060208442,59.86,11.696968804151037,1.0117709443221128
-0.0,0.026611151293752505,0.9117812357567696,4.51078755790964e-05,9.384947544269885,9.4,0.0,1516426301.2469923,0.060572785696122136,133115137.03640127,0.00017161148613100872,1.557041e-06,243.31778268210368,598368.5461058259,0.0,985.1613671530561,542764786251.4593,21.009213676162787,0.032001212963049856,21.00251347131959,21.01721354671227,21.007914010460762,59.85,12.197573289099253,1.0707290150235478
-0.0,0.026542030289037344,0.968875341275204,4.442813273412828e-05,9.585191080674798,9.6,0.0,1577718926.8263395,0.0606710915363693,136868769.67922446,0.00016846393876957484,1.557041e-06,247.8638846577825,611135.7388024814,0.0,985.168785210347,566173468984.5168,20.988656130717317,0.039654301303686586,20.999047220040246,20.992075967234243,20.974845204877102,59.86,12.690684096929665,1.1009301398370401
-0.0,0.026535984344015173,1.0304946160533883,4.3748544085477466e-05,9.784974444630025,9.8,0.0,1643798345.2745626,0.060908044227949855,143828024.80416948,0.00016506194863550298,1.557041e-06,252.97245448365172,623873.5916740203,0.0,985.2239620574343,590020846009.2961,20.83545489689958,0.044506134121759175,20.814899267963366,20.887668307200734,20.80379711553353,59.86,13.222947086855825,1.1569730356887802
-0.0,0.026547088061654678,1.0956695746900373,4.3082920538250734e-05,9.985667279104758,10.0,0.0,1712635800.9575522,0.061181457913329206,160362726.3428174,0.0001616768667521248,1.557041e-06,258.2690221984331,636669.4308635346,0.0,985.197434943691,614472069613.3503,20.909172845981658,0.056952274381632695,20.96136529956074,20.882041885914646,20.88411135247336,59.86,13.77631440932253,1.2899457878899938
