bins,hist,std,stdmin,stdmax
44.10000000000001,0.24390711869164475,0.007601803689648788,0.23630531500199592,0.2515089223812935
45.90000000000001,0.24484378635240014,0.006690795765769747,0.23815299058663036,0.25153458211816987
47.7,0.2503488968904492,0.0045192778503464984,0.2458296190401027,0.2548681747407957
49.5,0.2497456074157211,0.005746642250678458,0.24399896516504266,0.25549224966639955
51.30000000000001,0.2537365217846743,0.003975725626708074,0.24976079615796626,0.2577122474113824
53.10000000000001,0.25757500980932985,0.0055163585135305036,0.2520586512957993,0.26309136832286034
54.90000000000001,0.26140598465906567,0.004843606370594826,0.25656237828847084,0.26624959102966045
56.7,0.2667310061985317,0.005574663319346261,0.26115634287918543,0.27230566951787794
58.5,0.27171754574577717,0.003111833852723656,0.2686057118930535,0.27482937959850084
60.30000000000001,0.2760925314939454,0.0046789466967855275,0.2714135847971599,0.2807714781907309
62.10000000000001,0.2840580862073313,0.0054761848935375905,0.27858190131379373,0.2895342711008689
63.90000000000001,0.29303307307529664,0.0026249714087782346,0.29040810166651837,0.29565804448407484
65.7,0.29943412888861703,0.004982269629488531,0.2944518592591285,0.3044163985181056
67.5,0.3084441293182813,0.006899494769311512,0.3015446345489698,0.31534362408759276
69.30000000000001,0.3157727877033891,0.00951490251732711,0.306257885186062,0.3252876902207162
71.10000000000002,0.32443995719421886,0.009275231844535927,0.31516472534968293,0.3337151890387548
72.9,0.3305134843224735,0.011430270414680593,0.3190832139077929,0.34194375473715405
74.7,0.336302555294202,0.013297681144730306,0.32300487414947165,0.3496002364389323
76.5,0.3443368534902417,0.011335065674274494,0.3330017878159671,0.3556719191645162
78.30000000000003,0.34646733294189175,0.010137501880442431,0.33632983106144937,0.35660483482233424
80.10000000000002,0.35184880980382366,0.013423269401234079,0.3384255404025896,0.3652720792050577
81.9,0.3594581149890329,0.015419013962169124,0.34403910102686375,0.374877128951202
83.7,0.3651285465368754,0.015078616772156246,0.35004992976471916,0.38020716330903165
85.5,0.37123914393450924,0.017802352255718558,0.35343679167879066,0.3890414961902277
87.30000000000003,0.3748592233829613,0.015572645383448498,0.35928657799951286,0.39043186876640984
89.10000000000002,0.38102383267043716,0.016284140201701134,0.36473969246873605,0.3973079728721383
90.89999999999999,0.3857466087971971,0.01723073233592141,0.36851587646127565,0.4029773411331185
