a,cf,epsilon,eta,fic,ficfn,foc,g,grei,gstd,lambda,mu,nuw,rei,reo,rho,ta,tempavg,tempavgstd,tempbot,tempmid,temptop,time,torque,torquestd
-0.0,0.026836043343703552,0.2388252184783586,7.320697159380445e-05,5.987930539322151,6.0,0.0,418060755.9996238,0.05365481414049917,139452462.05797544,0.0003254691991932265,1.9000425051449866e-06,128.2951701472298,312860.253344131,0.0,991.6128778100156,148379852915.72073,20.93251724449829,0.027863108215228256,20.969655869105377,20.91612493691531,20.91177092746821,59.88,5.040258965750409,1.6812784077353333
-0.0,0.027134930619172406,0.2665563851954482,7.119173656925674e-05,6.188370574482308,6.2,0.0,452033294.97688955,0.054617397818288234,188969887.2317146,0.00031127143549582073,1.8989016815392443e-06,134.1469904608008,323527.19219866843,0.0,991.6049652327442,158670331187.78662,20.959964394702943,0.03304404136923396,21.002939948641295,20.929155596055363,20.947797639414382,59.87,5.443255666224587,2.275521340684511
-0.0,0.027183175497093606,0.2937699279507999,6.945190789239293e-05,6.388397093217443,6.4,0.0,483150016.3718172,0.055070179038594076,197829893.6675543,0.0003008137922437702,1.8977894137683358e-06,138.8105444790901,334180.2957108459,0.0,991.5972373548021,169291763459.42532,20.98674795356632,0.04225597381332145,21.042164989142243,20.954293101661737,20.963785769900532,59.85,5.811095386285814,2.379402552842367
-0.0,0.02717924210493355,0.32227026463256886,6.785327146688969e-05,6.588964261857009,6.6,0.0,514079265.00962603,0.055405736877010524,176655310.65033337,0.0002916453951835251,1.8974389027425209e-06,143.17430337585668,344735.7368928878,0.0,991.594799317148,180155184339.81955,20.99519310687168,0.029471041950871555,21.0260559038353,20.984512843386916,20.97501057339648,59.87,6.180798520077699,2.123934881153003
-0.0,0.02706170036254433,0.3510089113447327,6.644481743783068e-05,6.789073981295966,6.8,0.0,542869127.2900659,0.05549159473106314,136047982.76546663,0.0002844223535477472,1.8983991501949878e-06,146.81028325422338,355025.84173154103,0.0,991.6014753514561,191070694638.30307,20.9720625501668,0.028514175328465757,21.00956034475219,20.958889301909345,20.94773800384416,59.87,6.533592260803064,1.6373781499263251
-0.0,0.02693224529956379,0.38084344147267457,6.506453218946776e-05,6.987376753507097,7.0,0.0,573208260.1779279,0.05555391471110327,126076446.92764316,0.0002774574162499132,1.8968860489466743e-06,150.49562146346372,365687.296318268,0.0,991.5909511818853,202718739946.61426,21.00851815257708,0.03516665263311429,21.05214794077613,20.974690039837867,20.998716477115273,59.87,6.887666936556858,1.5149338125597591
-0.0,0.026832841534465707,0.4130042102872442,6.376713225443874e-05,7.187625793518197,7.2,0.0,604092729.8980571,0.055660676272440694,105050015.58657648,0.00027077196768270865,1.8972038968651908e-06,154.21140764876952,376104.3927289864,0.0,991.5931639595483,214432674621.83176,21.000856587904323,0.027204764297808454,21.037010460086666,20.984462732713425,20.981096570913756,59.85,7.261223546766615,1.2627062187856088
-0.0,0.0267288877859745,0.44630074266809566,6.2514063882204e-05,7.385361556446183,7.4,0.0,636101022.8183923,0.05575367855221042,87079783.22875755,0.000264384108778758,1.8960342556071958e-06,157.9373528955933,386689.64039155253,0.0,991.5850158802521,226672704044.1255,21.0290595479407,0.03584107552606571,21.074262693902707,21.001181333655225,21.01173461626753,59.87,7.636477320249458,1.0454043710420189
-0.0,0.02659588924654298,0.481339716140768,6.137025820489242e-05,7.586391449565772,7.6,0.0,667098638.75236,0.05576865725631745,77458526.94078557,0.0002588132780081508,1.8971186778373322e-06,161.336878113582,396988.29640286975,0.0,991.5925707919923,238907375835.1706,21.00291056399143,0.017613413342808148,21.013000901687228,21.008236504197676,20.98749428609473,59.87,8.017832450121434,0.9309710060358608
-0.0,0.02650920222384145,0.5188237061692932,6.022075146750133e-05,7.786887589777849,7.8,0.0,700834568.3553472,0.05588003407989354,71773377.47210625,0.00025291975465870797,1.896712463495765e-06,165.09634189912805,407567.32842927077,0.0,991.5897422672451,251809943885.24472,21.012703142647943,0.03130013719096106,21.05437679278738,20.998691103216228,20.985041531943338,59.86,8.419672413007348,0.8622695762687445
