,time,torque,temptop,tempmid,tempbot,fic,icangle,balance,tempavg,mass,dm,alpha,torquenorm,alpha100
1,102.17999999999999,22.257360921616122,21.248726947026228,21.265876426191433,21.18313010000646,11.995647511685428,11.995646518798196,15871.865548529007,21.232577824407848,56827.275548526035,-0.09891668957932218,0.6514802938112787,1.2267475960249916,65.14802938112787
2,137.235,22.28236654553315,21.195226495367667,21.22464012777619,21.099498622248937,11.995842027267372,11.995839672656919,15504.57854179016,21.173121748463988,56459.988541787236,-0.10644042679312526,0.6524997104455315,1.2281258182291133,65.24997104455315
3,170.98,22.302674954699953,21.1099844445031,21.179096624383625,21.055103268405833,11.99548592592592,11.995490041151973,15143.389925925925,21.114728112431024,56098.79992592301,-0.10746666666666581,0.6534987519310986,1.2292451464465153,65.34987519310987
4,205.00499999999997,22.321994434234792,21.03225168206837,21.113524424957493,21.014659988840066,11.995427696793008,11.995437884682127,14779.606997084547,21.053478698622136,55735.01699708162,-0.10634110787172012,0.6545015344794384,1.230309968334397,65.45015344794383
5,239.115,22.34516137606541,20.990133482850144,21.046240864069723,20.937726334173586,11.99585966981132,11.995872887187232,14416.581367924528,20.99136689369774,55371.99136792162,-0.10661261792452753,0.6554987999355818,1.2315868488368988,65.54987999355818
6,273.07500000000005,22.358223352150993,20.97165734443807,20.994556179704308,20.903633858560767,11.994961176470591,11.99494730391921,14053.561470588234,20.956615794234125,55008.971470585326,-0.10809117647058883,0.6564926328406565,1.2323067791026099,65.64926328406565
7,306.82000000000005,22.368928947471172,20.96387424557105,20.982363387027934,20.950164420863526,11.995400119438624,11.995415463981768,13686.193490594207,20.96546735115414,54641.60349059132,-0.10997909823827999,0.6574949032261618,1.232896833932978,65.74949032261618
8,339.37500000000006,22.384527197981505,21.04144861000725,21.013295599916432,21.034217570797516,11.995593927893747,11.995605980740862,13318.318785578747,21.02965392690713,54273.7287855759,-0.11675521821631887,0.6584950767877804,1.23375655474099,65.84950767877804
9,372.8229508196723,22.39966962652471,21.065606260588268,21.052899343612378,21.04994099891087,11.996008371119665,11.996005696991302,12985.627485176143,21.05614886770387,53904.746449247374,0.26139867457272165,0.6594947772748945,1.234591152242409,65.94947772748945
10,397.1949999999998,22.405313615400054,21.11367915286883,21.08749445073596,21.11126123185893,11.994988905325426,11.994971030567509,12576.813609467456,21.104144945154697,53532.22360946474,-0.13749630177514824,0.6605005298615426,1.234902229095105,66.05005298615426
11,424.20000000000005,22.419015368666443,21.145727624097947,21.139324223049467,21.151357224094678,11.996443455691484,11.996444609236088,12206.166481275492,21.14546969041404,53161.57648127279,-0.13741564701520229,0.6614977122028489,1.2356574216329834,66.14977122028489
12,450.9549999999999,22.429981184964003,21.203063343125248,21.17452712227029,21.187914955965773,11.994944235116806,11.99493845767993,11831.65975885456,21.188501807120318,52787.06975885187,-0.14120949510173203,0.6625017269067,1.236261818930078,66.25017269067
13,477.57000000000005,22.4436918069616,21.25534985366673,21.222797177693636,21.22998757053803,11.995442113150984,11.995448773982503,11457.32446609217,21.236044867299274,52412.73446608949,-0.13999625327838197,0.6635017358390244,1.2370175002812855,66.35017358390243
